,SIDM00680,SIDM00571,SIDM00301,SIDM01062,SIDM00943,SIDM00870,SIDM01037,SIDM01188,SIDM01002,SIDM00833,SIDM00562,SIDM00534,SIDM00789,SIDM00371,SIDM00633,SIDM00928,SIDM00630,SIDM00776,SIDM00670,SIDM00217,SIDM01186,SIDM00950,SIDM00879,SIDM00488,SIDM00136,SIDM00934,SIDM00193,SIDM01138,SIDM00834,SIDM00469,SIDM00839,SIDM00359,SIDM00537,SIDM00214,SIDM00841,SIDM00531,SIDM00148,SIDM00954,SIDM01135,SIDM01165,SIDM00541,SIDM00216,SIDM00772,SIDM00629,SIDM00874,SIDM00826,SIDM00487,SIDM00812,SIDM00957,SIDM01233,SIDM00272,SIDM00241,SIDM00881,SIDM01137,SIDM00533,SIDM00782,SIDM00971,SIDM00940,SIDM00097,SIDM00777,SIDM00582,SIDM00146,SIDM00835,SIDM00664,SIDM00673,SIDM00898,SIDM00529,SIDM00132,SIDM00933,SIDM00130,SIDM01042,SIDM00282,SIDM00885,SIDM01197,SIDM00122,SIDM01096,SIDM00628,SIDM00053,SIDM00944,SIDM00527,SIDM00049,SIDM00832,SIDM00631,SIDM00135,SIDM00882,SIDM00872,SIDM00583,SIDM01187,SIDM00774,SIDM00781,SIDM00842,SIDM00505,SIDM00884,SIDM00042,SIDM00677,SIDM00893,SIDM00899,SIDM00411,SIDM00837,SIDM00875,SIDM00118,SIDM00681,SIDM00866,SIDM00498,SIDM00963,SIDM00877,SIDM01056,SIDM00892,SIDM00150,SIDM00660,SIDM00778,SIDM01139,SIDM00528,SIDM01090,SIDM00455,SIDM00779,SIDM00783,SIDM00675,SIDM00878,SIDM01001,SIDM00938,SIDM01136,SIDM00332,SIDM00453,SIDM00920
SIDM00944,0.91549295,0.91300637,0.9118096,0.916937,0.9213544,0.9116696,0.91743314,0.89527506,0.91877526,0.9033145,0.9127658,0.9229658,0.9223432,0.91323006,0.909477,0.9248494,0.90501803,0.9213808,0.9133591,0.9142425,0.907877,0.9097229,0.88523924,0.9075862,0.91840327,0.9177659,0.92602944,0.9271668,0.9080947,0.9113241,0.91670895,0.919025,0.91582537,0.91971844,0.9095641,0.9264601,0.90577006,0.8926396,0.92260313,0.92032295,0.91547126,0.91840065,0.9196178,0.90503925,0.9099849,0.90904325,0.92175174,0.91901964,0.913787,0.8956803,0.91695195,0.90710527,0.89445764,0.9281723,0.92184496,0.9270084,0.9181025,0.90436304,0.90743244,0.9188059,0.916488,0.91841024,0.91188097,0.9036489,0.91253024,0.9072235,0.87638974,0.91814125,0.8915956,0.9172522,0.906735,0.91826993,0.89451385,0.9089509,0.89912003,0.9214492,0.91334534,0.89808244,1.0,0.8918139,0.9173275,0.9250074,0.896463,0.8934999,0.90000856,0.9090308,0.89962715,0.9036197,0.9095898,0.8922247,0.88367355,0.91452813,0.9027067,0.9061854,0.9209706,0.9047493,0.9155023,0.9069834,0.91330063,0.9051438,0.91928244,0.9107991,0.90293074,0.9197045,0.9136535,0.889687,0.90908295,0.91257805,0.9038039,0.9198648,0.9158664,0.9248715,0.9162163,0.9143836,0.9206602,0.88111794,0.91787004,0.8840987,0.9035575,0.87554836,0.91653544,0.923025,0.89461607,0.9163075,0.9139154
SIDM00527,0.8964312,0.8915155,0.8931534,0.89528954,0.89569134,0.89099646,0.89723724,0.87845844,0.89564097,0.88440144,0.8936782,0.8983659,0.899957,0.89577746,0.8894926,0.90113974,0.885688,0.89618653,0.89045745,0.89064956,0.8869606,0.8901845,0.8703371,0.891844,0.8974988,0.893467,0.9002488,0.90167254,0.8871714,0.8911895,0.89048105,0.8936939,0.8954028,0.8973456,0.8924483,0.90072626,0.88510025,0.8799568,0.8969012,0.8985851,0.8936509,0.89752555,0.8961588,0.8917675,0.8881662,0.89094454,0.8983651,0.89348775,0.8899915,0.8792328,0.89406776,0.8913404,0.87598825,0.90207016,0.8973144,0.8993725,0.89816475,0.8881354,0.88734263,0.8940532,0.89431214,0.8976545,0.8895226,0.8863339,0.8901503,0.88642234,0.86741245,0.8956986,0.8762151,0.89517033,0.8891977,0.8935033,0.88166195,0.8898753,0.88492334,0.89497405,0.89222366,0.8848203,0.8918139,1.0,0.8954921,0.9016084,0.8812738,0.88424873,0.88073593,0.8872608,0.8864674,0.8864212,0.8887906,0.8776821,0.8730608,0.8934636,0.88706154,0.89099294,0.8976646,0.8846764,0.8917205,0.88961786,0.89260876,0.8909401,0.89712393,0.88471085,0.8841461,0.8972227,0.8923902,0.8716951,0.88860536,0.8918999,0.88110363,0.89418495,0.89107925,0.8999911,0.89669865,0.8996102,0.8961803,0.86608493,0.89958805,0.8706904,0.8848512,0.859453,0.89513695,0.8973358,0.8803349,0.89489734,0.8920653
SIDM00049,0.9319349,0.91616553,0.9145538,0.92271644,0.9242507,0.91699874,0.9227519,0.8969733,0.92447853,0.9085463,0.92185783,0.93522686,0.9319287,0.92149544,0.9148824,0.93232983,0.90984184,0.9240464,0.9171317,0.9192852,0.9126508,0.9131434,0.8881864,0.91573036,0.93100923,0.9218917,0.93554664,0.9334003,0.9207201,0.9143244,0.9182641,0.92368776,0.9311053,0.92942286,0.9188769,0.9331529,0.9091617,0.8993849,0.925369,0.9239052,0.93285537,0.93010473,0.9254996,0.9075048,0.9138816,0.9205961,0.93663824,0.9213289,0.91517866,0.9037017,0.9221505,0.91662604,0.896754,0.93340886,0.92569214,0.93455356,0.9284605,0.9070717,0.91070896,0.92963785,0.92097414,0.9212647,0.92133516,0.9060773,0.9170227,0.9113759,0.87768644,0.92285866,0.89374053,0.9207405,0.91722065,0.92545485,0.90194976,0.92804563,0.90197045,0.9284285,0.91810817,0.90560955,0.9173275,0.8954921,1.0,0.9426269,0.904375,0.89559066,0.904115,0.9125401,0.905145,0.9106618,0.91363865,0.9005035,0.8899445,0.91832304,0.90461075,0.9158693,0.9336574,0.90858257,0.92022806,0.91254205,0.92007595,0.91357315,0.93224216,0.9144367,0.90524286,0.92581254,0.9194803,0.8913111,0.9144024,0.9173407,0.90674734,0.9259394,0.9167118,0.9301781,0.92529994,0.92254615,0.92507464,0.88384163,0.9248814,0.8866962,0.90585804,0.87545943,0.9225895,0.92674047,0.90206563,0.9190752,0.9181472
SIDM00832,0.94027686,0.92459726,0.9233675,0.93155485,0.93288875,0.9243159,0.931603,0.90260476,0.93412495,0.9134102,0.93147194,0.94635993,0.94402647,0.93036234,0.92217475,0.9434498,0.9167184,0.93281025,0.9250304,0.92690843,0.9205578,0.9208846,0.8933134,0.9235227,0.9413511,0.93030727,0.9456787,0.9450469,0.9286073,0.92192817,0.9274362,0.9313274,0.94047797,0.93881065,0.9259799,0.94424284,0.9161503,0.9059267,0.93520296,0.93327993,0.9397981,0.94126004,0.93537045,0.9150655,0.9205984,0.9281818,0.94657135,0.92924666,0.922861,0.9102603,0.93087757,0.92441213,0.9024571,0.9448532,0.935783,0.945237,0.938538,0.9144817,0.9181723,0.9373189,0.93008417,0.93081313,0.92756915,0.91303104,0.923988,0.91886985,0.8822224,0.9312186,0.9001518,0.92885864,0.9252262,0.934738,0.9078308,0.93136954,0.9091247,0.9364821,0.92546344,0.91075104,0.9250074,0.9016084,0.9426269,1.0,0.91062313,0.90206593,0.9109186,0.91955715,0.91250086,0.91789436,0.92163426,0.90633065,0.89572597,0.9272212,0.91132486,0.92249054,0.94334775,0.9153932,0.9282346,0.9201013,0.9292236,0.9201764,0.9416251,0.91969395,0.9111641,0.9357487,0.928558,0.89747006,0.9214195,0.9247369,0.9142857,0.9359705,0.9254025,0.9409086,0.93410873,0.93248945,0.93528014,0.88876504,0.9347199,0.89110434,0.9132369,0.8801982,0.9318945,0.93651533,0.9081545,0.9289297,0.9267818
SIDM00631,0.90551245,0.89738554,0.8974608,0.90173995,0.903481,0.90286165,0.9020425,0.8820036,0.9078145,0.89409554,0.90566355,0.907402,0.9090411,0.902071,0.89865196,0.90791744,0.89462316,0.9026333,0.8976673,0.89799887,0.89741737,0.89381915,0.8807802,0.89906245,0.9063551,0.9013489,0.90986794,0.90883714,0.89782053,0.89450437,0.89798737,0.9003989,0.905988,0.90681833,0.89695454,0.90912855,0.8967893,0.8882365,0.90433395,0.9030521,0.9024907,0.90703845,0.9061766,0.890894,0.8967468,0.90018034,0.9081188,0.89894086,0.89826566,0.8866187,0.90457606,0.90431464,0.88760376,0.9092695,0.9043978,0.90783083,0.9111691,0.89198256,0.8980651,0.90261096,0.9019132,0.90150905,0.8977607,0.8891857,0.89918643,0.8948853,0.867523,0.9009263,0.8807122,0.9014578,0.90359974,0.9011733,0.8880585,0.8991031,0.8870226,0.9027453,0.8990823,0.89530313,0.896463,0.8812738,0.904375,0.91062313,1.0,0.8805965,0.89278245,0.8972839,0.8927212,0.89958495,0.8950859,0.88716125,0.8761843,0.89848024,0.8894257,0.8997623,0.90531486,0.892893,0.89803994,0.89722794,0.89971614,0.89449006,0.90728474,0.8905441,0.89014167,0.9054001,0.9049479,0.8790408,0.89807165,0.90403897,0.89003634,0.9027995,0.8975639,0.9070378,0.91149616,0.9017783,0.9032205,0.8703151,0.9050583,0.87898576,0.8891092,0.86355335,0.90328205,0.9059389,0.8929182,0.900296,0.904243
SIDM00135,0.8949509,0.8951259,0.8956181,0.89926386,0.89912075,0.8937148,0.90108156,0.8806868,0.8997065,0.8831297,0.89450526,0.89956146,0.9002785,0.8973231,0.89220816,0.90630025,0.8900931,0.89995956,0.89472955,0.8939024,0.8908427,0.89254206,0.8720626,0.8921547,0.89771867,0.89664596,0.9024808,0.90662324,0.8888551,0.8943561,0.89436847,0.89660996,0.8957408,0.8976983,0.889345,0.9047985,0.8881842,0.8791473,0.90009207,0.9020417,0.89395607,0.898422,0.8997764,0.892588,0.89264154,0.8892785,0.8992154,0.89617413,0.89211327,0.8794987,0.89760625,0.8909435,0.8793473,0.9060082,0.9016564,0.90391654,0.8995766,0.89346516,0.89043516,0.8971292,0.8973035,0.9043679,0.891061,0.8902318,0.89577985,0.89016056,0.87206924,0.8993649,0.87945265,0.898976,0.8899641,0.8960293,0.881604,0.88878405,0.8914661,0.898581,0.8962032,0.8824036,0.8934999,0.88424873,0.89559066,0.90206593,0.8805965,1.0,0.8847949,0.8918366,0.8887238,0.8880387,0.89252865,0.8766927,0.87071854,0.8967691,0.8935327,0.88927186,0.8968025,0.8887342,0.8955088,0.888687,0.8937814,0.89138985,0.89611644,0.8864982,0.88977057,0.8996492,0.89488345,0.8759692,0.8918515,0.8942846,0.88512117,0.89730227,0.8936093,0.90376294,0.8976026,0.89703816,0.8999109,0.8675769,0.8986092,0.8746306,0.8892849,0.86076224,0.89646906,0.90107054,0.8801446,0.89956754,0.89536846
SIDM00882,0.9040612,0.9020432,0.9015482,0.90526444,0.9067346,0.9078612,0.90541434,0.8858401,0.9137729,0.8907487,0.90448576,0.9073974,0.90836585,0.90188247,0.90489125,0.9111976,0.9008221,0.90672165,0.90396494,0.90194494,0.90550727,0.8984004,0.8862838,0.89647096,0.9063658,0.9051199,0.911289,0.912413,0.89843935,0.8997464,0.90361744,0.9048425,0.9050545,0.90662444,0.8957618,0.91374946,0.90198374,0.88590413,0.90965784,0.9071039,0.9030027,0.9067934,0.9136758,0.8943844,0.9018202,0.8990796,0.9085844,0.90346956,0.902008,0.8859044,0.91262853,0.9047079,0.8921802,0.91284126,0.90816265,0.9136515,0.91303295,0.8941335,0.90495384,0.90654784,0.9055983,0.90586054,0.898256,0.89328325,0.9033102,0.90093184,0.87099135,0.9043441,0.8859305,0.90499896,0.9030802,0.9045316,0.8869235,0.8980564,0.89027804,0.9079861,0.90418464,0.89019024,0.90000856,0.88073593,0.904115,0.9109186,0.89278245,0.8847949,1.0,0.9018949,0.8905757,0.8985898,0.9010876,0.8853899,0.8745942,0.90297353,0.89335227,0.8968102,0.9052548,0.8977467,0.90370184,0.8967614,0.8995251,0.89454377,0.90545225,0.8954494,0.8958278,0.9065972,0.91045576,0.88634944,0.9037251,0.90915334,0.89703286,0.90758836,0.90151834,0.9114182,0.91185147,0.9021393,0.9080322,0.8733436,0.90435857,0.8787179,0.89503103,0.86680424,0.9087086,0.90930265,0.89024657,0.9059357,0.9087401
SIDM00872,0.91164464,0.9098998,0.91009074,0.91360575,0.9174232,0.9118741,0.9150535,0.89277524,0.91841143,0.8986289,0.91081643,0.91676706,0.91696376,0.9097873,0.90934896,0.9214087,0.90479153,0.91552466,0.9107982,0.9091956,0.9098984,0.90725905,0.88696164,0.9068177,0.9144096,0.91392964,0.92049074,0.92261547,0.9033842,0.90795916,0.9106568,0.91239315,0.9123258,0.9155509,0.90402967,0.92307603,0.9051265,0.8921986,0.9193692,0.9165342,0.9100606,0.91520846,0.9177617,0.9033458,0.9117294,0.90658754,0.9172518,0.9117998,0.90986174,0.89284474,0.91647345,0.90810883,0.89511824,0.92311656,0.91701657,0.92182875,0.91715366,0.9021794,0.9068234,0.9139601,0.91548806,0.9157614,0.9060458,0.9029707,0.91856927,0.9089662,0.87676406,0.9154227,0.89134675,0.91448325,0.9062836,0.91325366,0.8953364,0.9049978,0.8980834,0.9163247,0.91631436,0.89717585,0.9090308,0.8872608,0.9125401,0.91955715,0.8972839,0.8918366,0.9018949,1.0,0.89805704,0.903226,0.90784585,0.8914366,0.8805987,0.9107746,0.90239006,0.90408486,0.9140332,0.9084511,0.9112078,0.9049279,0.9070307,0.90377754,0.9145866,0.9012962,0.9037203,0.91522986,0.91387045,0.89088464,0.9078459,0.91145414,0.9015183,0.9155297,0.91130304,0.92013764,0.9147315,0.91059303,0.9171769,0.8781335,0.91295576,0.88535345,0.90216035,0.87132716,0.913918,0.9201873,0.89299184,0.9145899,0.913345
SIDM00583,0.906404,0.90309733,0.9053217,0.90242183,0.90692973,0.89949375,0.90554726,0.8837452,0.9058678,0.89551884,0.9079647,0.9097432,0.91137165,0.9067334,0.89637357,0.9100226,0.8938302,0.9044233,0.89968574,0.9005923,0.89721644,0.89889324,0.8777162,0.9015217,0.90847665,0.90278906,0.91290855,0.91179556,0.89944524,0.9015288,0.90110034,0.9019644,0.9066904,0.9083733,0.9019386,0.91137826,0.8950532,0.8912338,0.9091378,0.9085713,0.90361404,0.9088141,0.90591604,0.89731663,0.8992886,0.89967406,0.91051537,0.90237355,0.8982461,0.8886543,0.90523094,0.90462255,0.8857683,0.91216713,0.9075187,0.91069293,0.90833086,0.89670557,0.8964602,0.9022735,0.9043173,0.9085549,0.8997079,0.8954619,0.9010607,0.89581895,0.8724931,0.904505,0.8843954,0.9043706,0.9014975,0.90323496,0.88858604,0.89856726,0.89434236,0.9043657,0.90217197,0.89581805,0.89962715,0.8864674,0.905145,0.91250086,0.8927212,0.8887238,0.8905757,0.89805704,1.0,0.8970494,0.897785,0.8885888,0.87933534,0.9058868,0.8942735,0.90276664,0.9064769,0.8953866,0.9014978,0.9017246,0.90214264,0.89870495,0.90929824,0.8926163,0.89434516,0.908175,0.9016254,0.88224316,0.89847565,0.9001699,0.89213425,0.9049549,0.90100986,0.9098051,0.9079328,0.906722,0.9077126,0.87266326,0.9086852,0.8776192,0.8931029,0.86534816,0.9043944,0.90886605,0.89122677,0.90877473,0.9019611
SIDM01187,0.9108163,0.90517724,0.90504086,0.91031843,0.9108755,0.909222,0.9123314,0.88937765,0.9148726,0.9020487,0.91082615,0.9131585,0.9176066,0.91044366,0.90894747,0.91714674,0.9014189,0.9102528,0.9052002,0.9051676,0.9059962,0.9008425,0.88307005,0.90530056,0.9127445,0.9088474,0.91837937,0.9177558,0.9066987,0.9021948,0.9051656,0.90852934,0.9122446,0.9125607,0.902196,0.91753185,0.9011698,0.89236623,0.91202563,0.9100921,0.90899867,0.9125629,0.9158009,0.8978962,0.90342087,0.9046894,0.914401,0.9063148,0.9055787,0.8910488,0.9110404,0.9092478,0.8908424,0.91788054,0.9116764,0.91627085,0.91788834,0.89765346,0.9051368,0.91016793,0.9100948,0.90899515,0.90767556,0.8957573,0.90519243,0.9032932,0.8725749,0.9089632,0.8860696,0.90906835,0.90911466,0.9081383,0.892978,0.9035514,0.89276326,0.91078484,0.9077028,0.89984953,0.9036197,0.8864212,0.9106618,0.91789436,0.89958495,0.8880387,0.8985898,0.903226,0.8970494,1.0,0.90439045,0.88917863,0.8815849,0.90707016,0.89523184,0.90603954,0.9117204,0.8992127,0.9060544,0.90435433,0.9085982,0.9021756,0.9119654,0.8969209,0.8964792,0.91593826,0.90991443,0.8852137,0.9067827,0.91117686,0.89549637,0.90946853,0.90442824,0.91576654,0.9172305,0.9091717,0.9106908,0.8735277,0.9128243,0.87915885,0.8968588,0.86867505,0.9129126,0.912304,0.89877063,0.90714,0.9091332
SIDM00774,0.9124383,0.90961003,0.91082406,0.9162986,0.91658455,0.91311496,0.91552734,0.8924637,0.91892624,0.8981202,0.9138055,0.9179158,0.91805923,0.91032755,0.90968466,0.92413193,0.90531284,0.9165002,0.9117566,0.9109957,0.90916127,0.9070254,0.88669086,0.90456414,0.9149152,0.913789,0.92198944,0.9252516,0.90624136,0.90873843,0.911754,0.914527,0.914402,0.9166961,0.9049324,0.9236457,0.9053387,0.89947647,0.91886747,0.9166143,0.9116916,0.91645974,0.9206178,0.90366983,0.91014457,0.90539855,0.9190606,0.9123649,0.90945184,0.89209646,0.91780627,0.9093826,0.8949532,0.9242883,0.9187243,0.923786,0.91898555,0.9021724,0.9086464,0.9165886,0.9141463,0.9154889,0.9056667,0.90095735,0.91266733,0.9075427,0.8773018,0.9141404,0.89062285,0.91422564,0.9079702,0.91441524,0.8973372,0.90516686,0.8987715,0.91736424,0.91386634,0.8949123,0.9095898,0.8887906,0.91363865,0.92163426,0.8950859,0.89252865,0.9010876,0.90784585,0.897785,0.90439045,1.0,0.8902719,0.8824993,0.9134934,0.90215236,0.9041704,0.91528374,0.9043212,0.91137964,0.903559,0.9094039,0.9044207,0.9144796,0.9029299,0.9042758,0.9160413,0.91488975,0.8955352,0.9101315,0.9134775,0.9019388,0.916682,0.9100036,0.9230412,0.9165672,0.9126406,0.9177432,0.8784608,0.91498816,0.8851527,0.90820825,0.8727962,0.9173913,0.9186619,0.8949546,0.91452956,0.91453093
SIDM00781,0.90699005,0.8939315,0.89395744,0.8935202,0.8983652,0.8924619,0.89459276,0.87963927,0.89767677,0.8902591,0.89778537,0.90408653,0.90704316,0.8977646,0.8901572,0.89881593,0.8875044,0.895756,0.89341605,0.8949717,0.8900353,0.8895371,0.87433785,0.8969178,0.9032816,0.8962997,0.9049759,0.9005388,0.8911678,0.89170074,0.8956961,0.8951945,0.90510625,0.90425074,0.8981327,0.90170926,0.8877829,0.8853987,0.89905393,0.89696604,0.899954,0.906435,0.8976743,0.88793474,0.891316,0.8984992,0.904964,0.89381,0.8930361,0.88394463,0.8969407,0.89812475,0.87906003,0.9014471,0.89736176,0.90148515,0.9016937,0.8865366,0.8891627,0.89672893,0.89558345,0.89597005,0.8933408,0.8864956,0.8934825,0.8887593,0.8650116,0.8952184,0.879936,0.8958644,0.89557517,0.8968362,0.88554955,0.8959699,0.88274044,0.897017,0.89432716,0.8913225,0.8922247,0.8776821,0.9005035,0.90633065,0.88716125,0.8766927,0.8853899,0.8914366,0.8885888,0.88917863,0.8902719,1.0,0.87590516,0.8938547,0.8862148,0.8974378,0.9024404,0.8872883,0.8946733,0.89273584,0.8996072,0.89179796,0.90750825,0.8870525,0.88836515,0.9039447,0.89520127,0.8765444,0.8904378,0.8927666,0.88909656,0.8993462,0.89316815,0.8996277,0.89827573,0.8995004,0.89799345,0.8675607,0.9037672,0.87219805,0.88565505,0.86040974,0.89595276,0.8992841,0.8858356,0.896535,0.8949928
SIDM00842,0.89156824,0.88438636,0.885703,0.8861565,0.8869268,0.8834205,0.88688767,0.8710914,0.88805145,0.8794467,0.8885811,0.8919882,0.89502716,0.8864441,0.88019097,0.88998735,0.8776271,0.8860261,0.8820826,0.8855357,0.87982535,0.8802591,0.8656677,0.885325,0.8910614,0.88562745,0.8923872,0.8912529,0.8824268,0.8837874,0.88519984,0.8861173,0.8920881,0.8910253,0.88895917,0.89108264,0.87863934,0.877833,0.88848174,0.8873338,0.88929933,0.8932683,0.8878568,0.879996,0.8810964,0.88446635,0.8930876,0.88488513,0.88252395,0.8752293,0.88651735,0.8857059,0.871317,0.8917148,0.8884239,0.89119405,0.8903365,0.8796586,0.88015085,0.88685423,0.88619167,0.88637626,0.88254505,0.8770368,0.8823898,0.88038373,0.8593721,0.8847277,0.8717145,0.88503456,0.88582087,0.8870438,0.8777399,0.8855132,0.87477595,0.88656205,0.88376296,0.8757919,0.88367355,0.8730608,0.8899445,0.89572597,0.8761843,0.87071854,0.8745942,0.8805987,0.87933534,0.8815849,0.8824993,0.87590516,1.0,0.8853446,0.8778128,0.8844816,0.8894085,0.87786853,0.8827157,0.87971157,0.8890857,0.8840045,0.89297086,0.8780607,0.87731975,0.88986164,0.8851601,0.8685862,0.8821934,0.8840511,0.8779319,0.8883867,0.88281727,0.89001286,0.8890493,0.8907073,0.8877552,0.86345446,0.89329195,0.86364675,0.87775534,0.85444874,0.8876796,0.88745147,0.8785086,0.88752186,0.8854068
SIDM00505,0.9166845,0.91677696,0.91982764,0.9203097,0.92159903,0.91523695,0.9213521,0.89518785,0.923116,0.90134126,0.9175715,0.9234792,0.924314,0.9159232,0.91168934,0.929624,0.90835035,0.9219632,0.9159595,0.9161365,0.91119015,0.9126402,0.8878715,0.90930855,0.91963243,0.9194893,0.9286224,0.9320584,0.9095866,0.91562647,0.91695917,0.91821796,0.91823566,0.92230684,0.9109516,0.93003494,0.90907407,0.89585894,0.9256692,0.9267836,0.9163106,0.9220619,0.9240344,0.90939933,0.9138773,0.9100327,0.925384,0.91773856,0.9124408,0.8958549,0.9221382,0.9109336,0.89667135,0.93064266,0.92545074,0.9298774,0.9220176,0.9096513,0.91065675,0.9211711,0.9204777,0.923445,0.909868,0.9077083,0.91477096,0.9091909,0.8810489,0.92024374,0.89512783,0.91946244,0.91063774,0.9203636,0.89746,0.9087245,0.90457666,0.92248464,0.9172079,0.89789504,0.91452813,0.8934636,0.91832304,0.9272212,0.89848024,0.8967691,0.90297353,0.9107746,0.9058868,0.90707016,0.9134934,0.8938547,0.8853446,1.0,0.9065975,0.9087152,0.92011786,0.90837026,0.91596836,0.90835446,0.9140272,0.9085295,0.92020154,0.90724164,0.9059533,0.9215817,0.918177,0.8923223,0.9133147,0.91530454,0.9058522,0.92209,0.9147773,0.929005,0.92183506,0.91871965,0.925334,0.88247716,0.92074734,0.88633263,0.9059168,0.87496674,0.9206372,0.9241305,0.8975113,0.9218419,0.9178244
SIDM00884,0.90499973,0.9040146,0.90624255,0.9074339,0.90950096,0.90438527,0.90783477,0.88842887,0.90902525,0.8922873,0.9031235,0.9084859,0.91022855,0.9034645,0.8998839,0.9129851,0.89754856,0.9076115,0.90348095,0.90267634,0.899865,0.900523,0.88119835,0.8995718,0.9057435,0.906915,0.9120992,0.91416186,0.89678895,0.9018577,0.9045398,0.9055382,0.9049342,0.90734184,0.89942276,0.91320187,0.89858246,0.88809437,0.9115131,0.9109541,0.9027097,0.90757203,0.90840733,0.9032033,0.90475965,0.898868,0.90965724,0.90499294,0.90141463,0.8865313,0.90837836,0.9011142,0.88827777,0.91478497,0.9098903,0.91311556,0.90804213,0.8982198,0.8998539,0.90642035,0.90713364,0.9109472,0.89813966,0.89746726,0.90670323,0.89929295,0.8790053,0.9064947,0.88797194,0.90696824,0.89925313,0.90564466,0.89070636,0.8975237,0.89696157,0.9085798,0.90671444,0.88987654,0.9027067,0.88706154,0.90461075,0.91132486,0.8894257,0.8935327,0.89335227,0.90239006,0.8942735,0.89523184,0.90215236,0.8862148,0.8778128,0.9065975,1.0,0.8981012,0.90570164,0.8995012,0.90362287,0.8981857,0.9016668,0.8978096,0.90741795,0.89573926,0.9003743,0.90748876,0.90507543,0.88679594,0.9007391,0.9039006,0.8962926,0.908597,0.90284884,0.91241837,0.907194,0.9049688,0.9095869,0.87503684,0.90699816,0.8837222,0.8990078,0.8675999,0.9071001,0.910531,0.888866,0.9085537,0.90575373
SIDM00042,0.9188949,0.9087771,0.90729445,0.9124959,0.91706955,0.9062259,0.91116494,0.8963718,0.9131162,0.909118,0.9118214,0.918579,0.9218151,0.91650695,0.9059586,0.9174071,0.9015101,0.91402423,0.9114393,0.9066646,0.9041133,0.9060334,0.8828353,0.91277933,0.91990185,0.9132262,0.92102206,0.9212724,0.91039777,0.9095796,0.90846586,0.9122487,0.9174283,0.91611457,0.911548,0.92022914,0.9007483,0.8967296,0.91631645,0.91461444,0.91442746,0.9167816,0.91325694,0.9003903,0.90838087,0.9128045,0.91854525,0.9088343,0.9077092,0.89617413,0.9108426,0.9114452,0.8892229,0.9203647,0.9153201,0.91921544,0.9179233,0.89985275,0.9031693,0.9135445,0.9133722,0.911921,0.91162646,0.8994795,0.9077649,0.90174353,0.8741559,0.9119675,0.8899966,0.91475135,0.9101298,0.9094549,0.89715976,0.9101046,0.8940944,0.91307205,0.90847754,0.9148631,0.9061854,0.89099294,0.9158693,0.92249054,0.8997623,0.88927186,0.8968102,0.90408486,0.90276664,0.90603954,0.9041704,0.8974378,0.8844816,0.9087152,0.8981012,1.0,0.9175661,0.90041196,0.91048825,0.91161484,0.91353935,0.90719706,0.92058504,0.9021421,0.9017623,0.9184993,0.90850943,0.8868846,0.90479255,0.90817726,0.90012455,0.912418,0.90865636,0.91978085,0.9147509,0.9141983,0.9151529,0.8760214,0.91819036,0.88221425,0.89817196,0.8702316,0.9093716,0.91841453,0.8981174,0.9101665,0.9082984
SIDM00677,0.9329122,0.91807204,0.9166157,0.9245364,0.9272848,0.91794765,0.9236577,0.89888644,0.92703754,0.9094932,0.9238115,0.93939096,0.93505436,0.9235893,0.9164652,0.93530256,0.9116839,0.9267045,0.92008066,0.9204212,0.91428137,0.91456133,0.88909984,0.9173259,0.93328327,0.9232765,0.93865484,0.93699974,0.92192304,0.9157136,0.92128426,0.92659074,0.9316631,0.93527514,0.9197572,0.93588895,0.9102404,0.9002199,0.9276207,0.9262303,0.93335223,0.93187886,0.92886055,0.9092301,0.9148314,0.924658,0.93721735,0.9242837,0.9178999,0.903496,0.92338717,0.91737634,0.89735025,0.93705136,0.9287437,0.9365282,0.93103534,0.90802294,0.9122058,0.92987067,0.9232692,0.92335707,0.9233316,0.90862364,0.9183189,0.9129907,0.8779236,0.92517704,0.89454263,0.92405593,0.9183023,0.92721033,0.90294665,0.92475015,0.90357816,0.930746,0.9194314,0.9078472,0.9209706,0.8976646,0.9336574,0.94334775,0.90531486,0.8968025,0.9052548,0.9140332,0.9064769,0.9117204,0.91528374,0.9024404,0.8894085,0.92011786,0.90570164,0.9175661,1.0,0.9095723,0.92340475,0.91457915,0.9237263,0.9139329,0.93505055,0.917839,0.9064491,0.93043244,0.9211635,0.8922667,0.91487265,0.91871727,0.9083684,0.9277086,0.9193061,0.9337451,0.92573595,0.9249907,0.9279136,0.8835131,0.9280002,0.8863331,0.9067197,0.8773762,0.9233178,0.9296401,0.90288705,0.92080706,0.920153
