,SIDM00680,SIDM00571,SIDM00301,SIDM01062,SIDM00943,SIDM00870,SIDM01037,SIDM01188,SIDM01002,SIDM00833,SIDM00562,SIDM00534,SIDM00789,SIDM00371,SIDM00633,SIDM00928,SIDM00630,SIDM00776,SIDM00670,SIDM00217,SIDM01186,SIDM00950,SIDM00879,SIDM00488,SIDM00136,SIDM00934,SIDM00193,SIDM01138,SIDM00834,SIDM00469,SIDM00839,SIDM00359,SIDM00537,SIDM00214,SIDM00841,SIDM00531,SIDM00148,SIDM00954,SIDM01135,SIDM01165,SIDM00541,SIDM00216,SIDM00772,SIDM00629,SIDM00874,SIDM00826,SIDM00487,SIDM00812,SIDM00957,SIDM01233,SIDM00272,SIDM00241,SIDM00881,SIDM01137,SIDM00533,SIDM00782,SIDM00971,SIDM00940,SIDM00097,SIDM00777,SIDM00582,SIDM00146,SIDM00835,SIDM00664,SIDM00673,SIDM00898,SIDM00529,SIDM00132,SIDM00933,SIDM00130,SIDM01042,SIDM00282,SIDM00885,SIDM01197,SIDM00122,SIDM01096,SIDM00628,SIDM00053,SIDM00944,SIDM00527,SIDM00049,SIDM00832,SIDM00631,SIDM00135,SIDM00882,SIDM00872,SIDM00583,SIDM01187,SIDM00774,SIDM00781,SIDM00842,SIDM00505,SIDM00884,SIDM00042,SIDM00677,SIDM00893,SIDM00899,SIDM00411,SIDM00837,SIDM00875,SIDM00118,SIDM00681,SIDM00866,SIDM00498,SIDM00963,SIDM00877,SIDM01056,SIDM00892,SIDM00150,SIDM00660,SIDM00778,SIDM01139,SIDM00528,SIDM01090,SIDM00455,SIDM00779,SIDM00783,SIDM00675,SIDM00878,SIDM01001,SIDM00938,SIDM01136,SIDM00332,SIDM00453,SIDM00920
SIDM00874,0.9128313,0.912284,0.9117388,0.91933864,0.92145807,0.91322666,0.9185631,0.89587086,0.91889745,0.9015681,0.9109552,0.9171717,0.9188955,0.91067433,0.91015345,0.9231719,0.9053864,0.92052513,0.9135257,0.9109278,0.90951127,0.9091199,0.88689584,0.9087957,0.91518176,0.9174554,0.9215115,0.9255164,0.9050049,0.9093174,0.91233325,0.9147934,0.91324115,0.91603994,0.9058036,0.9254595,0.9061445,0.892852,0.9234968,0.9201103,0.9107586,0.9152516,0.91733444,0.9050253,1.0,0.9070906,0.918043,0.9138017,0.91178733,0.894193,0.9165033,0.9078819,0.89530605,0.92454886,0.92049056,0.92349833,0.91650003,0.90509194,0.90960956,0.91609716,0.9180147,0.9169218,0.9081728,0.9040543,0.91680443,0.9070418,0.8783601,0.91674197,0.8926055,0.9159867,0.90674114,0.9141486,0.8952426,0.9056879,0.8992458,0.9171554,0.9178232,0.8989448,0.9099849,0.8881662,0.9138816,0.9205984,0.8967468,0.89264154,0.9018202,0.9117294,0.8992886,0.90342087,0.91014457,0.891316,0.8810964,0.9138773,0.90475965,0.90838087,0.9148314,0.9093031,0.9127583,0.9066524,0.90886545,0.9063752,0.9158624,0.9045637,0.9066685,0.9165046,0.91323483,0.89171153,0.9091845,0.91235,0.9031719,0.91689074,0.9148137,0.92404884,0.9162744,0.9108822,0.9206886,0.8784839,0.9137794,0.88879585,0.9031698,0.87217945,0.9141583,0.92130715,0.89457357,0.91611254,0.91356707
SIDM00826,0.9228474,0.9110037,0.9085137,0.9126413,0.91745585,0.90904874,0.9131882,0.89431834,0.9166925,0.9039853,0.91313195,0.9237539,0.92389244,0.91607726,0.9075419,0.9208966,0.9038581,0.9143272,0.90965056,0.9102819,0.9053772,0.90536875,0.883859,0.91061586,0.9251287,0.91410667,0.925125,0.92218685,0.9107637,0.90783304,0.91017944,0.91597354,0.9206656,0.92206234,0.9158448,0.9231412,0.90269905,0.89377946,0.91750836,0.9149412,0.9210121,0.9208629,0.91641515,0.9018385,0.9070906,1.0,0.92418545,0.9131599,0.9091326,0.8974328,0.9139418,0.9103255,0.890772,0.92376715,0.9167288,0.92215174,0.9200762,0.90030926,0.9043881,0.91844046,0.9140635,0.9138535,0.9128197,0.9007085,0.91054684,0.90414673,0.87301207,0.9139482,0.8886016,0.9148777,0.9101832,0.91488284,0.8966811,0.9161333,0.89544046,0.91712,0.9103179,0.9043346,0.90904325,0.89094454,0.9205961,0.9281818,0.90018034,0.8892785,0.8990796,0.90658754,0.89967406,0.9046894,0.90539855,0.8984992,0.88446635,0.9100327,0.898868,0.9128045,0.924658,0.9022709,0.9139949,0.9097751,0.913351,0.9059426,0.9248687,0.90600663,0.9005572,0.92016244,0.9119788,0.8859239,0.9062336,0.9097327,0.9025195,0.91795224,0.91025436,0.9204902,0.9159247,0.9161136,0.9168658,0.8783038,0.9190705,0.88164395,0.89888746,0.8729748,0.9131554,0.91890556,0.8967246,0.9111191,0.91128236
SIDM00487,0.93597084,0.92159647,0.92119247,0.9283331,0.9296009,0.92152935,0.9282812,0.9003329,0.9311229,0.91112804,0.92776304,0.94170725,0.9386755,0.9250689,0.91881144,0.93962544,0.91435117,0.9293289,0.9220919,0.9242143,0.917959,0.9177213,0.89158213,0.9187051,0.93485314,0.9271337,0.9435332,0.94096345,0.92398375,0.9191682,0.9244583,0.9278541,0.9397031,0.93744284,0.9219247,0.9397292,0.91423947,0.9036031,0.93206495,0.92997926,0.93418425,0.9380027,0.9322344,0.9132279,0.918043,0.92418545,1.0,0.92556685,0.91907233,0.9072125,0.9282565,0.92202073,0.90075785,0.9407794,0.93272394,0.9418376,0.9347272,0.91177565,0.9155117,0.9331291,0.9265032,0.9273521,0.9218068,0.91050994,0.92185223,0.9164625,0.88103116,0.92792594,0.89828414,0.92637235,0.92228013,0.93330896,0.9061148,0.9260629,0.90701836,0.9319102,0.9231631,0.90700954,0.92175174,0.8983651,0.93663824,0.94657135,0.9081188,0.8992154,0.9085844,0.9172518,0.91051537,0.914401,0.9190606,0.904964,0.8930876,0.925384,0.90965724,0.91854525,0.93721735,0.91308933,0.9244492,0.9163232,0.9254905,0.9171396,0.937839,0.9168824,0.9104356,0.93212163,0.92533123,0.89546955,0.91885346,0.92162114,0.9117497,0.9331107,0.9215191,0.9375158,0.93084514,0.92859674,0.9320958,0.8868736,0.93254197,0.8890609,0.9106423,0.87900347,0.92810637,0.93245083,0.9064147,0.92561275,0.9238428
SIDM00812,0.91858596,0.9153826,0.91569304,0.92114186,0.9237749,0.9153291,0.92105013,0.89603454,0.9230566,0.9048458,0.9160009,0.9257446,0.9244558,0.9168448,0.9132207,0.9301974,0.90874964,0.92561275,0.9165451,0.9164147,0.9123195,0.9129868,0.88788444,0.90989125,0.9219039,0.9201748,0.9298543,0.9331617,0.91227037,0.9138587,0.91779554,0.92486995,0.91868335,0.9229397,0.9130487,0.93113756,0.90914506,0.8945303,0.92636645,0.9246017,0.92027026,0.92192453,0.92493594,0.90767306,0.9138017,0.9131599,0.92556685,1.0,0.9153815,0.89693516,0.9214179,0.910654,0.89721906,0.9323558,0.92482835,0.93266624,0.9225618,0.9067358,0.91029,0.92344993,0.91954654,0.92202675,0.91418505,0.90658855,0.91496307,0.910751,0.8782266,0.92118996,0.8933524,0.9205042,0.91006076,0.9209525,0.8965698,0.9121436,0.9024381,0.92532843,0.91738504,0.90048295,0.91901964,0.89348775,0.9213289,0.92924666,0.89894086,0.89617413,0.90346956,0.9117998,0.90237355,0.9063148,0.9123649,0.89381,0.88488513,0.91773856,0.90499294,0.9088343,0.9242837,0.90842694,0.91873646,0.90915513,0.91498524,0.9080423,0.9217947,0.91389126,0.9061921,0.92282754,0.91836256,0.8922705,0.91286755,0.91593146,0.9062591,0.92372555,0.9180547,0.92971385,0.9209421,0.917733,0.9249034,0.8834244,0.92004025,0.8864814,0.9062631,0.8775131,0.9199712,0.9273433,0.89659506,0.91981924,0.9171505
SIDM00957,0.91516626,0.9129312,0.91270584,0.9166472,0.9210835,0.91261905,0.91541505,0.8942555,0.9191934,0.9033991,0.91067934,0.9179167,0.92168456,0.91303086,0.91181785,0.92182326,0.90572715,0.918648,0.9143965,0.91124177,0.90964395,0.9088923,0.8894648,0.9085951,0.9179163,0.9171958,0.92214924,0.9244264,0.906985,0.909134,0.9151684,0.9172494,0.91624373,0.91748965,0.9076893,0.9249111,0.9069566,0.89293814,0.9226357,0.91869324,0.9141312,0.9172632,0.9186675,0.9031586,0.91178733,0.9091326,0.91907233,0.9153815,1.0,0.8960638,0.91697073,0.90857476,0.8962981,0.9247402,0.91833735,0.9250713,0.91802007,0.903238,0.9104347,0.9197895,0.919085,0.9166437,0.9095987,0.9031037,0.91269445,0.9070505,0.8769208,0.9149744,0.8947027,0.9162608,0.90679675,0.91524476,0.8953516,0.9077448,0.8975018,0.91966605,0.91361135,0.9009936,0.913787,0.8899915,0.91517866,0.922861,0.89826566,0.89211327,0.902008,0.90986174,0.8982461,0.9055787,0.90945184,0.8930361,0.88252395,0.9124408,0.90141463,0.9077092,0.9178999,0.90639955,0.91436636,0.9075583,0.91108465,0.90467733,0.917226,0.9062494,0.90437305,0.91805947,0.91467774,0.8922325,0.9107479,0.91499937,0.9050156,0.91939896,0.91568357,0.92290884,0.9160866,0.9126544,0.91869247,0.88021576,0.9156278,0.8863375,0.9031356,0.8745884,0.9169187,0.92094976,0.89574045,0.91537607,0.91538376
SIDM01233,0.902653,0.8960091,0.8952336,0.89851993,0.90083873,0.8945891,0.8999312,0.88040495,0.90061116,0.89033365,0.89839804,0.90615565,0.9076122,0.8994009,0.89320874,0.904178,0.8901032,0.900101,0.8945677,0.8960956,0.89289916,0.8918856,0.8732975,0.89645326,0.9053661,0.89872783,0.9064546,0.9054895,0.8956184,0.89332145,0.8962335,0.89842373,0.90375596,0.90298265,0.89679664,0.9058587,0.889493,0.8825863,0.9016712,0.9001168,0.9026008,0.9037777,0.9003917,0.8888826,0.894193,0.8974328,0.9072125,0.89693516,0.8960638,1.0,0.8984122,0.8955127,0.8804437,0.9061393,0.9009565,0.9059529,0.9031567,0.88885766,0.8917864,0.90019137,0.89896905,0.8991523,0.8991327,0.88790745,0.8946905,0.8915151,0.8655553,0.89866614,0.8810172,0.8985762,0.8952186,0.900494,0.88512325,0.8982173,0.88431937,0.90029216,0.89632803,0.8886789,0.8956803,0.8792328,0.9037017,0.9102603,0.8866187,0.8794987,0.8859044,0.89284474,0.8886543,0.8910488,0.89209646,0.88394463,0.8752293,0.8958549,0.8865313,0.89617413,0.903496,0.8895149,0.8975015,0.89370185,0.89748424,0.89370465,0.9055101,0.8911102,0.88766176,0.9027812,0.89699185,0.87553203,0.8932822,0.8954946,0.8870961,0.901372,0.8962265,0.90326816,0.9012063,0.8991535,0.9005575,0.8694788,0.90190035,0.8726793,0.8885648,0.86168796,0.8985685,0.9017932,0.8850223,0.8988979,0.8964888
SIDM00272,0.9209972,0.9173197,0.9182618,0.92209107,0.92478395,0.9246968,0.9237197,0.89671654,0.9301136,0.9044638,0.9227053,0.92648894,0.9272556,0.917557,0.9183988,0.932404,0.91442066,0.92459786,0.9195657,0.9185486,0.91854024,0.91432655,0.8950511,0.9115346,0.92370135,0.92214924,0.93248576,0.9343888,0.9128294,0.9161566,0.91996837,0.92153335,0.92188346,0.92586106,0.9118577,0.93426096,0.91518676,0.8991102,0.92877805,0.92654127,0.9195452,0.925879,0.9333614,0.90992,0.9165033,0.9139418,0.9282565,0.9214179,0.91697073,0.8984122,1.0,0.9191251,0.90326893,0.9342281,0.9282003,0.9340852,0.9302045,0.90905416,0.91879535,0.9240269,0.9223124,0.92450464,0.9128964,0.90799206,0.9206602,0.9160572,0.8806676,0.92295194,0.8972778,0.92243826,0.91755193,0.9234981,0.9009019,0.9125847,0.90488553,0.92674994,0.9217679,0.90119374,0.91695195,0.89406776,0.9221505,0.93087757,0.90457606,0.89760625,0.91262853,0.91647345,0.90523094,0.9110404,0.91780627,0.8969407,0.88651735,0.9221382,0.90837836,0.9108426,0.92338717,0.9129487,0.91846746,0.91080856,0.91622996,0.9103614,0.92383957,0.90989995,0.9099408,0.92447287,0.9258076,0.89663184,0.9192762,0.92341965,0.90982234,0.9254297,0.91791046,0.93164295,0.9310825,0.91974795,0.9273805,0.88480455,0.92212087,0.88987595,0.90936196,0.8775683,0.92797613,0.92885506,0.90259063,0.92357206,0.9261992
SIDM00241,0.9181488,0.90816367,0.9094902,0.9129097,0.9142578,0.91360754,0.9147624,0.8906361,0.918671,0.9038085,0.9214163,0.9196688,0.9219558,0.9136196,0.9086491,0.92033416,0.9052367,0.9137674,0.9090857,0.909566,0.9101968,0.9058978,0.8885501,0.9093568,0.9187499,0.9119937,0.9245883,0.9214918,0.9097413,0.9060386,0.90985286,0.9112633,0.9196306,0.9193807,0.90885717,0.9214451,0.9051749,0.9005809,0.9169388,0.9147011,0.91471493,0.9201869,0.91926414,0.90273774,0.9078819,0.9103255,0.92202073,0.910654,0.90857476,0.8955127,0.9191251,1.0,0.89603823,0.9212733,0.91628397,0.921355,0.9243182,0.9020864,0.9091067,0.9134132,0.9127547,0.9139761,0.908834,0.8991386,0.9108881,0.9078805,0.87654656,0.9129783,0.89122486,0.9118151,0.91935325,0.912898,0.9006915,0.9090896,0.8974233,0.9143884,0.9132868,0.90374136,0.90710527,0.8913404,0.91662604,0.92441213,0.90431464,0.8909435,0.9047079,0.90810883,0.90462255,0.9092478,0.9093826,0.89812475,0.8857059,0.9109336,0.9011142,0.9114452,0.91737634,0.90473884,0.9088225,0.9082897,0.91156244,0.90656924,0.9197935,0.90064955,0.90212184,0.9181018,0.9158459,0.89108944,0.9099433,0.9144623,0.8999615,0.91472304,0.9085224,0.91963285,0.9238865,0.91508883,0.91535044,0.87869424,0.91778946,0.8846896,0.90226907,0.871695,0.919078,0.9168801,0.90414345,0.9134052,0.91657144
SIDM00881,0.8958919,0.8951941,0.8964621,0.89841765,0.90034264,0.90010387,0.89879376,0.8799204,0.90411365,0.88576186,0.89791596,0.8994968,0.90070057,0.8940854,0.8949469,0.90312225,0.89344317,0.8992966,0.89530545,0.8944799,0.8966913,0.89264727,0.8855743,0.8907787,0.8979087,0.8985837,0.9030039,0.9044618,0.89058584,0.89264864,0.89631927,0.8975295,0.89737403,0.89860815,0.8906149,0.90443826,0.8973897,0.88128686,0.90241736,0.9001434,0.8953314,0.8988568,0.90311533,0.88916487,0.89530605,0.890772,0.90075785,0.89721906,0.8962981,0.8804437,0.90326893,0.89603823,1.0,0.90437114,0.90044814,0.90543306,0.90168214,0.8891612,0.9010634,0.8988091,0.89846176,0.8990389,0.8915003,0.8871218,0.89706844,0.89566374,0.8701963,0.8971593,0.87960434,0.89775234,0.8936145,0.8977965,0.8825236,0.8901465,0.8843733,0.9000637,0.8977926,0.8829297,0.89445764,0.87598825,0.896754,0.9024571,0.88760376,0.8793473,0.8921802,0.89511824,0.8857683,0.8908424,0.8949532,0.87906003,0.871317,0.89667135,0.88827777,0.8892229,0.89735025,0.8949359,0.8950721,0.88953394,0.8930745,0.8906062,0.89770263,0.88852376,0.8898594,0.89837545,0.9007889,0.88100487,0.89873433,0.9041552,0.8897621,0.90012723,0.89579976,0.90355736,0.9026102,0.8947142,0.9002852,0.8693509,0.89757943,0.87610143,0.8891048,0.86255515,0.90061766,0.90188426,0.88297164,0.8989009,0.90187764
SIDM01137,0.9295122,0.93026406,0.9269383,0.9392874,0.9420202,0.9273433,0.93726766,0.90760607,0.9395259,0.91154623,0.9300758,0.9413204,0.93812925,0.9305595,0.926268,0.95529884,0.9208478,0.9406341,0.93171203,0.92721236,0.92409927,0.9249585,0.89372593,0.9224147,0.93613374,0.93361235,0.9467544,0.9569406,0.9225497,0.9256675,0.9276179,0.9363948,0.9314416,0.93733925,0.9198999,0.95276356,0.9187242,0.9024616,0.9413589,0.94047934,0.93098515,0.9367007,0.94055986,0.91851306,0.92454886,0.92376715,0.9407794,0.9323558,0.9247402,0.9061393,0.9342281,0.9212733,0.90437114,1.0,0.9437811,0.94954467,0.9395803,0.91781616,0.92064166,0.9374762,0.93590903,0.9370844,0.9252153,0.91815275,0.9288224,0.92208284,0.8833168,0.9391087,0.8999413,0.93893486,0.9213284,0.93334574,0.9063453,0.92197865,0.91265655,0.93916404,0.9298734,0.9092724,0.9281723,0.90207016,0.93340886,0.9448532,0.9092695,0.9060082,0.91284126,0.92311656,0.91216713,0.91788054,0.9242883,0.9014471,0.8917148,0.93064266,0.91478497,0.9203647,0.93705136,0.91874254,0.9325284,0.9205824,0.92650354,0.92122126,0.9333634,0.9187902,0.9144637,0.9387522,0.9308969,0.89759046,0.9243966,0.92792827,0.91428804,0.9357016,0.92959493,0.95245695,0.93487483,0.93016696,0.9421658,0.8893991,0.93484074,0.8926894,0.9157672,0.88123137,0.932894,0.9439047,0.90575206,0.93173957,0.9292411
SIDM00533,0.923093,0.9229413,0.9218138,0.93094033,0.93220603,0.9218208,0.92911613,0.9026299,0.931727,0.90656984,0.9231407,0.93256724,0.93086267,0.9233892,0.9193193,0.9422962,0.9144295,0.93207407,0.92415226,0.9217181,0.9174645,0.91953075,0.8911926,0.91676176,0.92762345,0.928247,0.9373163,0.94562405,0.9164807,0.9211185,0.922748,0.9275978,0.9245654,0.9294855,0.9147513,0.94205666,0.91427505,0.89936835,0.93488,0.9324821,0.9233491,0.9289831,0.93222725,0.9143245,0.92049056,0.9167288,0.93272394,0.92482835,0.91833735,0.9009565,0.9282003,0.91628397,0.90044814,0.9437811,1.0,0.9398356,0.9303424,0.9138832,0.9153101,0.929253,0.9276839,0.9307162,0.91811955,0.91213167,0.9220481,0.916055,0.8814889,0.92994106,0.89690715,0.930374,0.91545486,0.92651993,0.9018916,0.91516453,0.9076874,0.93092674,0.92329484,0.904079,0.92184496,0.8973144,0.92569214,0.935783,0.9043978,0.9016564,0.90816265,0.91701657,0.9075187,0.9116764,0.9187243,0.89736176,0.8884239,0.92545074,0.9098903,0.9153201,0.9287437,0.9131874,0.92387617,0.915181,0.9197944,0.9153974,0.9268138,0.913703,0.9104746,0.92949545,0.9243106,0.8947947,0.91851985,0.9214138,0.91005975,0.9279435,0.92271996,0.94179076,0.92834264,0.9243658,0.9327232,0.8860196,0.9272804,0.89026487,0.9105194,0.8783752,0.92605555,0.93564093,0.90159446,0.926017,0.9235415
SIDM00782,0.9306496,0.92753446,0.92590094,0.9351126,0.93646073,0.92650276,0.9334228,0.9044705,0.93743855,0.9117583,0.92859715,0.9417293,0.9366865,0.92863554,0.9246902,0.9490775,0.920232,0.9390808,0.93038476,0.92732185,0.9242029,0.9238251,0.89486164,0.9189427,0.9346473,0.9325567,0.94599885,0.95134634,0.92530197,0.9242098,0.93203086,0.9358097,0.9326805,0.93538696,0.919934,0.94811344,0.9188484,0.9020432,0.93952966,0.93615294,0.9324028,0.9357666,0.9391214,0.9172626,0.92349833,0.92215174,0.9418376,0.93266624,0.9250713,0.9059529,0.9340852,0.921355,0.90543306,0.94954467,0.9398356,1.0,0.9365474,0.9152928,0.92094177,0.94002074,0.9321324,0.9336805,0.92590296,0.9153004,0.92747325,0.92124176,0.8833389,0.9344731,0.90165895,0.93422884,0.9208253,0.9342687,0.9058745,0.92316407,0.9109352,0.9403482,0.9282573,0.90802985,0.9270084,0.8993725,0.93455356,0.945237,0.90783083,0.90391654,0.9136515,0.92182875,0.91069293,0.91627085,0.923786,0.90148515,0.89119405,0.9298774,0.91311556,0.91921544,0.9365282,0.91826564,0.93222195,0.918122,0.9250836,0.9179846,0.9337232,0.9223245,0.91501373,0.9350379,0.9301805,0.9008499,0.9241016,0.9270541,0.9185931,0.9379224,0.9286794,0.9471859,0.93315905,0.92864877,0.9387182,0.889616,0.9317796,0.8922623,0.9154089,0.8808979,0.93126386,0.94063693,0.90471065,0.93074834,0.92878646
SIDM00971,0.9279471,0.9193022,0.9190747,0.92732453,0.927268,0.9248508,0.9271286,0.8998511,0.9348663,0.9081383,0.92722225,0.9332743,0.9339428,0.92421764,0.92287153,0.93922436,0.91823316,0.9281679,0.9215801,0.91979647,0.91915727,0.91504234,0.8934706,0.9176983,0.93221223,0.9238372,0.93670666,0.9396412,0.918356,0.91726387,0.9200318,0.9248299,0.929388,0.93242806,0.9166296,0.93791133,0.9145213,0.90233415,0.92915213,0.9279735,0.9268812,0.9321778,0.9360153,0.9112328,0.91650003,0.9200762,0.9347272,0.9225618,0.91802007,0.9031567,0.9302045,0.9243182,0.90168214,0.9395803,0.9303424,0.9365474,1.0,0.9103263,0.9180344,0.9274373,0.924952,0.92585397,0.9187439,0.90890366,0.9211636,0.9173948,0.88003045,0.9261007,0.8960525,0.9256799,0.9242384,0.9247682,0.9053342,0.91927487,0.90584344,0.92863125,0.9220657,0.9078365,0.9181025,0.89816475,0.9284605,0.938538,0.9111691,0.8995766,0.91303295,0.91715366,0.90833086,0.91788834,0.91898555,0.9016937,0.8903365,0.9220176,0.90804213,0.9179233,0.93103534,0.9120802,0.92211086,0.9143508,0.92222506,0.91617775,0.9294515,0.9112742,0.9087421,0.92983,0.92772466,0.894802,0.92141694,0.9266214,0.90787065,0.9265521,0.91889495,0.93665063,0.93299216,0.9261021,0.92877847,0.8846101,0.92917806,0.88880557,0.9100216,0.87744695,0.92911464,0.9300689,0.9079598,0.9229706,0.92629653
SIDM00940,0.9070118,0.9076251,0.907086,0.9094663,0.9118263,0.9044553,0.9137279,0.88764155,0.91139114,0.8930544,0.905711,0.91171175,0.91192794,0.9071792,0.90142196,0.91681397,0.8982867,0.9110945,0.90458786,0.90531164,0.90065604,0.9028621,0.8823071,0.9033872,0.90915275,0.90770143,0.9143414,0.9186482,0.8989995,0.9054035,0.9056032,0.9062983,0.90730274,0.9099486,0.90170985,0.91737723,0.8989341,0.8882775,0.9139322,0.9146221,0.9045702,0.91097975,0.9106626,0.9010846,0.90509194,0.90030926,0.91177565,0.9067358,0.903238,0.88885766,0.90905416,0.9020864,0.8891612,0.91781616,0.9138832,0.9152928,0.9103263,1.0,0.9008441,0.9081492,0.91030014,0.9146774,0.90075773,0.8992216,0.90541315,0.8994011,0.8752854,0.91001993,0.88825274,0.9100017,0.90047204,0.90801644,0.89009154,0.8994024,0.8987155,0.90928406,0.90811807,0.892439,0.90436304,0.8881354,0.9070717,0.9144817,0.89198256,0.89346516,0.8941335,0.9021794,0.89670557,0.89765346,0.9021724,0.8865366,0.8796586,0.9096513,0.8982198,0.89985275,0.90802294,0.89934504,0.9053497,0.8997073,0.9025878,0.90090466,0.9089429,0.8962878,0.8982262,0.9104729,0.90692633,0.884804,0.90271026,0.9053162,0.8956808,0.9098374,0.90720665,0.9153175,0.9090879,0.90875757,0.91265154,0.87575275,0.90964574,0.8823137,0.89728016,0.86752486,0.90894675,0.9133753,0.88973856,0.91365105,0.9067788
SIDM00097,0.9104956,0.90948963,0.90985584,0.91340727,0.9156471,0.9156194,0.91323256,0.89118475,0.91908306,0.89800954,0.9113861,0.9142474,0.9163696,0.90841806,0.91050816,0.9192893,0.9065657,0.9136367,0.9104323,0.9079885,0.90876776,0.90489906,0.89280695,0.90295637,0.9125554,0.91324025,0.91843396,0.9210301,0.90417457,0.9056282,0.91038454,0.91181904,0.9117159,0.9130179,0.90283084,0.9215503,0.90895754,0.89035743,0.9178046,0.9147691,0.9088323,0.91317123,0.9189047,0.9010164,0.90960956,0.9043881,0.9155117,0.91029,0.9104347,0.8917864,0.91879535,0.9091067,0.9010634,0.92064166,0.9153101,0.92094177,0.9180344,0.9008441,1.0,0.91469175,0.91315335,0.91331404,0.90400356,0.89979607,0.9101759,0.9068769,0.87713367,0.91087383,0.8912244,0.91229755,0.9084494,0.9115778,0.8925731,0.90324247,0.89603436,0.91459984,0.91044956,0.895908,0.90743244,0.88734263,0.91070896,0.9181723,0.8980651,0.89043516,0.90495384,0.9068234,0.8964602,0.9051368,0.9086464,0.8891627,0.88015085,0.91065675,0.8998539,0.9031693,0.9122058,0.9041985,0.9091904,0.9031343,0.9059434,0.9023345,0.9123348,0.90130496,0.9019426,0.9124438,0.9154675,0.89063394,0.9130687,0.9177933,0.9020134,0.9148508,0.90936726,0.920019,0.917554,0.90883595,0.9157863,0.87814635,0.91173404,0.8853697,0.900509,0.87165165,0.9152628,0.9164772,0.89596176,0.9132272,0.9166906
SIDM00777,0.92495584,0.91989285,0.9179823,0.9273155,0.9276545,0.91920197,0.9234396,0.901265,0.9284318,0.9057705,0.9192912,0.9317405,0.9281609,0.92124075,0.9177764,0.9365189,0.91330105,0.92737406,0.9237739,0.9202679,0.91596556,0.9159101,0.8907939,0.9120759,0.9284665,0.9256512,0.93398374,0.9384038,0.9206826,0.91591203,0.9226733,0.92954254,0.92717457,0.9264435,0.91353595,0.9368782,0.9119307,0.89616996,0.928841,0.92614657,0.9267976,0.9275863,0.9292757,0.90909857,0.91609716,0.91844046,0.9331291,0.92344993,0.9197895,0.90019137,0.9240269,0.9134132,0.8988091,0.9374762,0.929253,0.94002074,0.9274373,0.9081492,0.91469175,1.0,0.92525923,0.9233978,0.91879594,0.9081121,0.91860604,0.91294676,0.8785498,0.92379665,0.8960919,0.92546713,0.9144409,0.9259073,0.89939076,0.92096645,0.90323764,0.9311258,0.91940594,0.90273046,0.9188059,0.8940532,0.92963785,0.9373189,0.90261096,0.8971292,0.90654784,0.9139601,0.9022735,0.91016793,0.9165886,0.89672893,0.88685423,0.9211711,0.90642035,0.9135445,0.92987067,0.91071916,0.9249058,0.91124165,0.9176685,0.9109274,0.92673165,0.9178203,0.90833163,0.92560095,0.9222987,0.89448917,0.91664106,0.9203423,0.9138034,0.9297311,0.920614,0.93688077,0.9236092,0.9201854,0.92805684,0.88483375,0.9243011,0.8876034,0.9080262,0.87690747,0.92254645,0.92957616,0.8992254,0.92018574,0.9213776
SIDM00582,0.91943204,0.9206471,0.91872084,0.92512137,0.9307127,0.9175983,0.9237436,0.90076447,0.92504543,0.9049087,0.9170811,0.9254869,0.9256744,0.9190846,0.9163286,0.9335083,0.91138774,0.92598206,0.92173237,0.91633886,0.9136568,0.9150717,0.89114845,0.91560507,0.92353815,0.9246361,0.9288947,0.9352196,0.912082,0.91615736,0.91859037,0.92291117,0.9209105,0.92394066,0.91133916,0.9360978,0.91007763,0.89626867,0.9282317,0.926847,0.918305,0.9243697,0.9251037,0.9093342,0.9180147,0.9140635,0.9265032,0.91954654,0.919085,0.89896905,0.9223124,0.9127547,0.89846176,0.93590903,0.9276839,0.9321324,0.924952,0.91030014,0.91315335,0.92525923,1.0,0.9239472,0.9144241,0.909873,0.91971505,0.9110021,0.8805004,0.92340493,0.8968418,0.9251458,0.9121347,0.9208258,0.89930063,0.91206825,0.90336424,0.9247111,0.92057323,0.9031247,0.916488,0.89431214,0.92097414,0.93008417,0.9019132,0.8973035,0.9055983,0.91548806,0.9043173,0.9100948,0.9141463,0.89558345,0.88619167,0.9204777,0.90713364,0.9133722,0.9232692,0.91114247,0.9204148,0.91522384,0.91510487,0.9118538,0.92208564,0.90965873,0.907783,0.9240067,0.91934294,0.8931043,0.91387117,0.9188358,0.9079894,0.92396814,0.9208072,0.93350065,0.9219115,0.9179672,0.92781794,0.8832606,0.9223223,0.88850784,0.90714765,0.8762109,0.92192215,0.9283639,0.89919055,0.9212269,0.91878104
