ttid , smile
D0QR4H , C1=CC=C(C=C1)OC2=NN=CC3=CC=CC=C32
D0QR5G , COC1=C2C=CC(=O)OC2=CC3=C1C=CO3
D0QR7C , CC(C)CC(C(=O)NC(CC1=CC=C(C=C1)O)C(=O)N2CCCC2C(=O)NC(CS)C(=O)O)N(C)C(=O)CN(C)C(=O)CNC(=O)C(CC3=CC=CC=C3)NC(=O)C(CC4=CN=CN4)NC(=O)CNC(=O)C(C(C)O)NC(=O)C(C(C)(C)S)NC(=O)C(CC5=CC=CC=C5)NC(=O)C(CCCN=C(N)N)N
D0QS1U , C1=CC=C2C(=C1)C(=NN=C2NN)NN
D0QS2B , COC1=C(C=CC(=C1)F)C2=CC(=NC=N2)NC3=CC(=CC(=N3)C(F)(F)F)CS(=N)(=O)C
D0QS2N , CN(C1=CC=CC=C1)C(=O)NO
D0QS6O , C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)C(=O)NCCCCCC(=O)NC(CCCN=C(N)N)C(=O)NC(CCCN=C(N)N)C(=O)NC(CCCN=C(N)N)C(=O)NC(CCCN=C(N)N)C(=O)NC(CCCN=C(N)N)C(=O)NC(CCCN=C(N)N)C(=O)O)O)O)N
D0QS9T , C1=CC=C(C=C1)OC2=CC=C(C=C2)C(=O)NCC3=CC=CC=N3
D0QT2F , CN1CCN(CC1)C2=NC=NC3=C2NC=N3
D0QT3C , CC(C)(COC1=NC=C(C=C1)C2=CC(=C(C=C2)C3=NC4=C(N3)C=C(C=C4)Cl)F)C(=O)O
D0QT4X , C1=CSC=C1C2=CN=C3C=C(C(=CC3=C2)F)F
D0QT5B , CC(C)(C)C1=CC=CC(=C1)C2=CC3=C(C=C2)NC(=C3)CN4CCCC4CO
D0QU1E , COC1=CC=CC=C1CCNC(=S)NC2=NC=CS2
D0QU3G , CN(C)CCN(CC1=CC=CC=C1)CC2=CC3=CC=CC=C3C=C2
D0QU7N , CC1CN(CC(C1O)N)C2=C(C=NC=C2)NC(=O)C3=NC4=C(C=CC(=C4)C5CCOCC5)C=C3
D0QU8H , CCN1CCCC1CNC(=O)C2=CC(=C(C=C2OC)N)S(=O)(=O)CC
D0QU9I , CCCOC1=NC(=CC(=C1)NC(=O)NN(CCO)C2=NC3=C(C(=NN3C)C)C(=C2)C(C)C)Cl
D0QV3O , C1CC1NC(=O)C(=CC2=CC=C(C=C2)C(=O)NC3=CC=CC=C3N)C4=CC=C(C=C4)F
D0QV5T , CCC(C1=CC=CC=C1)C2=C(C3=CC=CC=C3OC2=O)O
D0QV6M , CC1=C(C2=C(N1C(=O)C3=CC=C(C=C3)Cl)C=CC(=C2)OC)CC(=O)NCCC4=CC=CC=C4
D0QV8V , C1=CC=C(C=C1)CCCC2=CC(=C(C=C2)OC3=C(C=C(C=C3)Cl)Cl)O
D0QW4A , C1CCNC(=O)C2=CC=CC=C2C(=O)N3CCCC3C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C1)C(=O)N)CC4=CNC5=CC=CC=C54)CCCN=C(N)N)CC6=CC=CC=C6
D0QW4H , CN(CC=CC(=O)N(C)C1=CC=CC(=C1)N2C=C(C3=C(N=CN=C32)N)C4=CC=C(C=C4)OC5=CC=CC=C5)C6CC6
D0QW5N , CN(C)C1CC(C2=CC=CC=C2C1)C3=CC=CC=C3
D0QW6X , CNCCC=CC1=CN=CC=C1.COC1=CC(=C(C=C1)C=C2CCCN=C2C3=CN=CC=C3)OC
D0QW7D , COC1=C2C(=CC(=C1N3CC(C4(C3)CC4)N)F)C(=O)C(=CN2C5CC5F)C(=O)O
D0QW7W , C1=CC(=CC=C1CN2C=CN=C2)O
D0QX1S , CN1C(=O)C(N=C1N)(C2=CC=CC=C2)C3=CC=CC(=C3)C4=CC(=CC=C4)OC
D0QX2U , C1CC(N(C1)C(=O)CNC(=O)C2=C3C=C(C=CC3=NC=C2)F)C#N
D0QX3G , C1=CC=C(C=C1)N(CCO)C(=O)CC2=CC=C(C=C2)C(=O)NO
D0QX4B , C1=CC=C(C=C1)C=CCOC(=O)C(=CC2=CC(=C(C=C2)O)O)C#N
D0QX5D , C1=CC(=CC(=C1)O)C2=CC(=NC=C2)C3=CC=C(S3)Cl
D0QX6B , CC(=CCCC(=CCCC(=CCCC(=CCOP(=O)(O)OP(=O)(O)O)C)C)C)C
D0QX6R , C1=CC=C(C=C1)C(=O)CCCCCC(=O)NO
D0QX6W , CC(C)(C)OC(=O)NC1=CC=C(C=C1)C=CC(=O)N2C3=CC=CC=C3N=N2
D0QX8X , C=CC(=O)N1CCC(CC1)CNC2=NC=NC(=C2C3=CC=C(C=C3)OC4=CC=CC=C4)N
D0QX9K , CC1=CC(=CN=C1)C2=NN=C(N2C3=C(C=CC=C3OC)OC)NS(=O)(=O)C(C)C(C)C4=NC=C(C=N4)C
D0QY1M , CC1=CN2C(=CC(=N2)C3CCCCN3C(=O)C4=C(C=CC(=C4)Cl)NS(=O)(=O)C)N=C1N5CCC(C5)N
D0QY3L , C1CN2C(CN1C(=O)NCC3=CC=CC=N3)C(OC2=O)(C4=CC=CC=C4)C5=CC=CC=C5
D0QY3R , CCC(C)C(C(=O)NC(CCCC(=O)OC(C)(C)C)C(=O)NC(C)C(=O)NC(CC(C)C)C=CS(=O)(=O)C)NC(=O)OCC1=CC=CC=C1
D0QY4L , C1=CN=C(N1)[N+](=O)[O-]
D0QY4O , C1=CC=C(C=C1)C2=CN(C=C2C#N)C3=CC(=C(C=C3)C(=O)O)O
D0QZ4B , C1=CC2=C(C=C1NC(=O)NC3=CC(=C(C=C3)Cl)C(F)(F)F)C=C(S2)C4=C(N=CC(=C4)C5=NNN=N5)N
D0QZ4S , CC(C)CN(C)C1=CC=CC=C1CS(=O)C2=NC3=CC=CC=C3N2
D0QZ8K , C1CCC(CC1)C(=O)N2CCC(CC2)C(CC3C4=CC=CC=C4C5=CN=CN35)O
D0R0AX , CC1=CC=C(C=C1)C2=C(C(=O)NC(=N2)SCC3=CC=CC=C3)CCO
D0R0BX , C1C(=O)NC(=O)N1N=CC2=CC=C(O2)[N+](=O)[O-]
D0R0BY , CC(=O)NC(CC1=CC=C(C=C1)O)C(=O)NC(CCCN=C(N)N)C(=O)NC2CSSCC(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC2=O)CCC(=O)O)CC3=CN=CN3)CC4=CC=C(C=C4)Cl)CCCN=C(N)N)CC5=CNC6=CC=CC=C65)C(=O)N
D0R0EF , CN(CCO)C(=O)C1=CC=C(C=C1)C(=C2CCN(CC2)CC3=CSC=N3)C4=CC=CC5=C4N=CC=C5
D0R0EI , CC(CN1C=NC2=C(N=CN=C21)N)O
D0R0EV , CC1C2=NN=C(N2C3=C(C4=C(S3)CN(CC4)C(=O)C5CC5)C(=N1)C6=CC=CC=C6Cl)C
D0R0FE , CC(C)C(CCCN(C)CCC1=CC(=C(C=C1)OC)OC)(C#N)C2=CC(=C(C=C2)OC)OC
D0R0FO , COC1=CC2=NC=CC(=C2C=C1C(=O)N)OC3=CC(=C(C=C3)NC(=O)NC4CC4)Cl
D0R0GY , CN1C(=O)C=CC(=N1)N2CCC(CC2)OC(=O)N3CCN(CC3)C4CCC4
D0R0IB , COC1=CC=C(C=C1)C#CC2=CC=C(C=C2)C(=O)N3CCCC(C3)CO
D0R0JE , CC1=CN=NC(=N1)C#CC2=CC(=CC=C2)Br
D0R0LB , CN1C=C(C(=N1)OC)NC2=C3C(=NC(=N2)N4CC(C(C4)F)NC(=O)C=C)N(C=N3)C
D0R0LQ , CN(C)C1=CC=C(C=C1)C2=CC3=C(O2)C=CC(=C3)OC
D0R0MB , COCCOC(=O)NCCCCC(CCN1CCCC1C(=O)O)NC(=O)OCCOC
D0R0MW , CCN(CC)CCNC(=O)C1=C(NC(=C1C)C=C2C3=C(C=CC(=C3)F)NC2=O)C
D0R0OC , C1CCN(C1)C2=NC(=NC3=C2C4=CC=CC=C4N3CCN5CCOCC5)N6CCCC6.Cl
D0R0OX , CC(C)NCC1=CC=C(C=C1)CC2C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(CSSCC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N2C)CC3=CNC4=CC=CC=C43)CC5=CC=CC=C5)CC6=CC=CC=C6)CCCCN)NC(=O)C(CC7=CC=C(C=C7)O)N)C(=O)O)CO)C(C)O)CC8=CC=CC=C8)C(C)O
D0R0OZ , C1CC(N(C1)C(=O)C(CC2=CC=C(C=C2)O)N)C(=O)NC(CC3=CC=CC=C3)C(=O)N4CCCC4C(=O)N
D0R0PU , CC1=CC(=CC(=C1)F)C2=NC=C3C=CC=NC3=C2
D0R0TE , CCOC1=CC2=C(C=C1)C=C(C=C2)C3=CN=CC=C3
D0R0TF , CC1=NN=C2N1C3=C(C4=C(S3)CN(CC4)C(=O)NC5=CC=C(C=C5)OC)C(=NC2)C6=CC=CC=C6Cl
D0R0TS , CN1C(=NNC1=O)CN2C=CC(=C(C2=O)OC3=CC(=CC(=C3)C#N)Cl)C(F)(F)F
D0R0TW , CCN1CCN(CC1)CC(=O)NC2=C3C4=CC=CC=C4SC3=C(C=C2)C5=CC=CC6=C5OC(=CC6=O)N7CCOCC7
D0R0UJ , CN(CC#C)CC1=CC=CC=C1
D0R0UV , CCCCCCCCCC[S+](C)CC(P(=O)(O)O)P(=O)(O)[O-]
D0R0UZ , C1=CC2=CN=C(C=C2N=C1)C3=CC(=CC(=C3)C#N)F
D0R0XE , CC(=O)C1=C(CCCC1=O)O
D0R0XY , CC(C)CC1C(=O)NC(C(=O)NC(CCC(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NCC(=O)N1)CCC(=O)O)CC(=O)O)CC2=CC=C(C=C2)O)CC3=CC=C(C=C3)O)C(=O)N)CCC(=O)O
D0R0YB , CN1C2=C(C3CCC(C2)N3)C4=C1C=C(C=C4)N5C=CC(=CC5=O)C6=CN=C(C=C6)C(F)(F)F
D0R0ZC , CCCCNC1=CC(=C(C(=C1)C)OCC(=O)NC(CC2=CC=CC=C2)C(C(=O)N3CSC(C3C(=O)NC4C(CC5=CC=CC=C45)O)(C)C)O)C
D0R0ZL , CCCC1CC(N(C1)C)C(=O)NC(C2C(C(C(C(O2)SC)O)O)O)C(C)Cl
D0R1AB , C1CCC(NC(=O)C(NC(=O)CNC(=O)C(C1)NC(=O)C(CC2=CC=C(C=C2)O)N)CC3=CC=CC=C3)C(=O)O
D0R1AE , COC(=O)C1=CC=CC=C1C2=CC3=CC=CC=C3C=C2
D0R1BD , CC1(C(N2C(S1)C(C2=O)NC(=O)CC3=CC=CC=C3)C(=O)O)C
D0R1BG , COC1=CC=CC2=C1OC(=CC2=O)N3CCOCC3
D0R1CR , C1=CC=C(C=C1)CC(C(=O)O)N
D0R1DH , CCN(CC)CC#CCOC(=O)C(C1CCCCC1)(C2=CC=CC=C2)O.Cl
D0R1DP , COC1=CC=CC2=C1C3CN(CC3CC2)CCCCN4C(=O)C5C6C=CC(C5C4=O)C7C6C=C7
D0R1DY , CC1=CC(=CC(=C1CC(C(=O)N2CC3=CC=CC=C3CC2C(=O)NC(CCCCN)C(=O)NCC4=CC=CC=C4)N)C)O
D0R1EO , CN(C)CCCOC1=CC=C(C=C1)C2=CC=CC=C2
D0R1ER , C1=CC=C2C(=C1)C(=CN2)CN3C(=O)C4=CC=CC=C4N3
D0R1FP , CC1=C(C(=CN1C2=CC=CC=C2)C3=CC=C(C=C3)F)C=CC(CC(CC(=O)[O-])O)O
D0R1FR , CC1CCC2=C(C3=CC=CC=C3N=C2C1)N
D0R1FT , C1CCC(CC1)COC2=NC(=NC3=C2NC=N3)N
D0R1FZ , CCCCCC(C=CC=CC=CC=CC(C(CCCC(=O)O)O)O)O
D0R1GF , C1=CC=C(C=C1)C2=CC=C(C=C2)C(=O)NC3=CC=CC=C3C(=O)O
D0R1IL , C1CNCCC1C2=C(C(=O)NO2)C3=CC4=CC=CC=C4C=C3
D0R1JI , CC1=C(C(=C(C(=C1O)C(=O)C)O)CC2=C(C(=C3C(=C2O)C=CC(O3)(C)C)C(=O)C=CC4=CC=CC=C4)O)O
D0R1JV , C1CN(CCN1CCC2=C(C=C3C(=C2)CC(=O)N3)Cl)C4=NSC5=CC=CC=C54
D0R1KE , C1=CC(=C(C=C1Br)CO)OCC(=O)O
D0R1LT , CCCCC1=C(C2=CC=CC=C2O1)C(=O)C3=CC=C(S3)OCCN(CC)CC.Cl
D0R1MB , CC=C1CN2CCC34C2(CCC1C3(CO)C(=O)OC)N(C5=C4C=C(C=C5)O)C
D0R1MM , CCCCCCCCNC1=CC(=O)NC(=O)N1
D0R1MR , CCC(C)C(C(=O)NC1CSSCC(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)CNC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC1=O)C(C)C)CC2=CC=CC=C2)CCC(=O)N)CC(=O)O)CC3=CNC4=CC=CC=C43)CC5=CN=CN5)CC6=CN=CN6)CCCNC(=N)N)C(=O)NC(C(C)O)C(=O)N)NC(=O)C
D0R1NH , CCC(C)C(C(=O)NC(C)C(=O)NC(CC1=CNC2=CC=CC=C21)C(=O)NC(CC(C)C)C(=O)NC(C(C)C)C(=O)NC(CCCCN)C(=O)NCC(=O)NC(CCCN=C(N)N)C(=O)NCC(=O)N)NC(=O)C3CCCCNC(=O)CCC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N3)CCC(=O)O)CCCCN)C)NC(=O)C(CCC(=O)N)NC(=O)CNC(=O)C(CCC(=O)O)NC(=O)C(CC(C)C)NC(=O)C(CC4=CC=C(C=C4)O)NC(=O)C(CO)NC(=O)C(CO)NC(=O)C(C(C)C)NC(=O)C(CC(=O)O)NC(=O)C(CO)NC(=O)C(C(C)O)NC(=O)C(CC5=CC=CC=C5)NC(=O)C(C(C)O)NC(=O)CNC(=O)C(CCC(=O)O)NC(=O)CNC(=O)C(CC6=CN=CN6)N
D0R1NR , CCCCCN1C=C(C=C1C2=CC=C(C=C2)CCCC)C(=O)C3=CC=CC4=CC=CC=C43
D0R1PD , CC(=O)NC(CC1=CC(=C(C=C1)P(=O)(O)O)P(=O)(O)O)C(=O)NC2CCCCN(C2=O)CC3=CC=C(C=C3)C4=CC=CC=C4
D0R1PZ , CC1(CC2=C(O1)C(=CC=C2)OCCNCC3=CC(=CC=C3)C4=CCCC4)C
D0R1QE , CC(C)CC1=CC=C(C=C1)C(C)C(=O)O
D0R1QJ , CCCN1C2=C(N=C(C=C2)OC)N3C(=NC(=C3C1=O)C)CC
D0R1QW , C1=COC(=C1)CC(CC(=O)O)CN
D0R1RS , CC1=C(C2=C(N1C(=O)C3=CC=C(C=C3)Cl)C=CC(=C2)OC)CC(=O)O
D0R1UA , CCCCCCC1=CC(=C2C3=C(CN(CC3)C)C(OC2=C1)(C)C)O
D0R1UO , CC(C)C(=O)C1=C(C=C(C=C1O)O)O
D0R1VL , CCCC(C)(C)C(=O)N(CC)CCCC1CCN(CC1)CC(=O)N2C3=C(C=C(C=C3)Cl)C(=O)NC4=C2N=CC=C4
D0R1VR , C1CN(CCN1CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F)CCO
D0R1VU , CCCCCCCCCCCCCCCCCCOP(=O)([O-])OC1CC[N+](CC1)(C)C
D0R1WH , CCC(C)C1C(=O)NC(C(=O)NC(C(=O)NC(CSSCC(C(=O)NC(C(=O)N1)CC2=CC=C(C=C2)O)N)C(=O)N3CC4=CC=CC=C4CC3C(=O)NC(CC(C)C)C(=O)NCC(=O)N)CC(=O)N)CCC(=O)N
D0R1WQ , Cl[Tl]
D0R1WR , C1CCC(CC1)C(CCN2CCCC2)(C3=CC=CC=C3)O
D0R1XT , CN(C1=CC=NC=C1)N2C=CC3=CC=CC=C32
D0R1XY , C1CCC(C1)NC2=C3C(=NC(=N2)Cl)N(C=N3)C4C(C(C(O4)CO)O)O
D0R1YL , CCC1C(=O)NC2(S1)CCN(CC2)C
D0R1YP , C1CC(CCC1NC(=O)NC2CCC(CC2)O)O
D0R1YT , CCCN1CC2=C(C1=O)C=CC(=C2)C3=C(N(N=N3)C4=C(N=CC=C4)F)C
D0R1ZD , CS(=O)(=O)C1=CC(=C(C=C1)C2=CC=C(C=C2)F)C(=O)N3CCN(CC3)C4=C(C=C(C=C4)N)F
D0R2AI , C1CCC(CC1)CCOC2=CC=C(C=C2)N
D0R2AT , CC(C)C1=C(N=C(S1)C2CC3=CC=CC=C3CN2)C(=O)O
D0R2BA , C(C1C(C(C(C(=N1)NO)O)O)O)O
D0R2BM , CCCC(C(=O)C1=CC=C(C=C1)N)N2CCCC2
D0R2BO , CC(C)CC(CC(=O)NO)C(=O)NC(CC1=CC=CC=C1)C(=O)NC
D0R2CF , COC1=CC(=CC(=C1)C2=NC=C3C=CC=NC3=C2)OC
D0R2CI , COCC(CC1=CC=CC=C1)NC(=O)C(CCCN=C(N)N)NC(=O)CC(C2=CC=CC3=CC=CC=C32)C4=CC=CC5=CC=CC=C54.C(=O)(C(F)(F)F)O
D0R2CM , C1=CC=C(C=C1)C2C(N=C(N2)C3=CC=C(C=C3)Cl)C4=CC=CC=C4.Cl
D0R2DP , C1=CC(=CC=C1OC2=COC3=C(C2=O)C=CC(=C3)O)I
D0R2ES , C1N=C2C=CC=CC2=C3N1NC(=C3)C4=CC=CC=C4
D0R2EY , CCCC(=O)C1=CN=C2C(=C1NC3=CC=CC=C3C)C=CC=C2OCCO
D0R2FS , CCC(C)C(C(=O)NC1CSSCC(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)CNC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC1=O)C(C)C)CC2=CNC3=CC=CC=C32)CCC(=O)N)CC(=O)O)CC4=CNC5=CC=CC=C54)C)CC6=CN=CN6)CCCNC(=N)N)C(=O)NC(C(C)O)C(=O)O)NC(=O)C
D0R2GR , CC(C)(C)CNC(=O)N1C2=CC=CC=C2SC3=CC=CC=C31
D0R2GT , C1=CC=C(C=C1)C2=CC3=NC=CC(=C3N2)C(=O)O
D0R2HF , C1=CC=C(C=C1)NC(=O)CCCCCNC(=O)CS
D0R2HJ , COC(=O)C1=CC2=CC=CC=C2C=N1
D0R2HZ , CCOC1(COC2=CC=CC=C2O1)C3=NCCN3
D0R2JA , CS(=O)(=O)N1CCC(CC1)OC2=CC(=C(C=C2)CC(=O)N3CCC(CC3)N4C(=O)CCC5=CC=CC=C54)OCC(F)(F)F
D0R2JE , CON=C(C1CN2CCC1CC2)Cl
D0R2JS , CCC(=C(C1=CC=C(C=C1)OCCN(C)C)C2=CC(=CC=C2)O)C3=CC=CC=C3
D0R2JT , CC(C)NCC(COC1=CC=CC2=C1C(=C(N2)C#N)I)O
D0R2KF , CC(C)C1=CN(C(=O)NC1=O)C2CC(C(O2)CO)O
D0R2KJ , CC1=C(C(=NO1)C2=C(C=CC=C2Cl)Cl)C(=O)NC3C4N(C3=O)C(C(S4)(C)C)C(=O)O
D0R2KL , CCCCCC(CCN1C(SCC1=O)CCCC2=CC=C(C=C2)C(=O)O)O
D0R2KV , CCC(CC)OC1=C(C(=NC(=C1)C)OC2=C(C=C(C=C2C)C)C)C
D0R2KY , CC(=O)OC1CCC2C3CCC4(C(C3CCC2=C1)CCC4(C#C)OC(=O)C)C
D0R2MO , CC1CC2C(CC3C1=CC(=O)C3=C)C(=C)C(=O)O2
D0R2OA , CC(C)OC1=CC2=C(C=C1)C(=O)C(=CO2)C3=CC=CC=C3
D0R2OU , CC1CCCN1CCCOC2=CC=C(C=C2)C3=NNC(=O)C=C3
D0R2OX , CC1=CN=C(C=C1)C#CC2=CC=CC=C2
D0R2PW , C1=CC(=CC(=C1)N)C(CS)C(=O)O
D0R2QB , CNC(=O)CN1C2=CC=CC=C2N(C1=O)C3CCN(CC3)C4CC5=CC=CC6=C5C4=CC=C6.O.Cl
D0R2QC , C1CN(CCC1OC(C2=CC=CC=C2)C3=CC=CC=C3)CCCCOC(=O)C4=CC=CC=C4
D0R2QS , C1=C(C(C(C1N2C=NC3=C(N=CN=C32)N)O)O)CO
D0R2QV , CN(C)C1=C(C=CC(=C1)C(F)(F)F)CNC(=O)NC2=CC=CC3=C2OCC(=O)N3
D0R2SK , C1CC2C(C1)C3=C(C=CC(=C3)O)OC2C4=CC=C(C=C4)O
D0R2TH , CC1=C(N=C(C(=O)N1C2=CC=CC(=C2)C(F)(F)F)C(=O)N)C3=CC=NN3C4=CC=C(C=C4)Cl
D0R2TM , C1CC(C(CNC1)NC(=O)C2=CC=C(C=C2)O)OC(=O)C3=CC(=C(C(=C3)O)C(=O)C4=C(C=CC=C4O)C(=O)O)O
D0R2TU , C1=CC=C(C=C1)OCCCC2=CN=CN2
D0R2TW , C1CC(=C(C1)C2=C(C=CC(=C2)Cl)OCC3=C(C=C(C=C3)F)F)C4=NC(=CC=C4)C(=O)O
D0R2UG , CCOC(=O)C1=CN=C2N1C=C(C=C2)C3=CC(=CN=C3)NS(=O)(=O)C4=CC=CC=C4
D0R2UZ , CCOP(=O)(CC1=CC=C(C=C1)NC(=O)CNC(=O)C2C(C(C(O2)N3C=CC(=O)NC3=O)O)O)OCC
D0R2VB , C[Si](C)(C)C1=CC=C(C=C1)NC(=O)N2CCN(CC2)C3=C(C=CC=N3)Cl
D0R2VH , CCCCCCCCC=CCCCCCCCC(=O)OC(CO)COP(=O)(O)O
D0R2VL , C1C2=C(CN1CC3=CC=CC=C3)C=C(C=C2)OC4=NC=C(C=C4)C(=O)N
D0R2WK , CC(C)S(=O)(=O)C1=CC=CC=C1NC2=NC(=NC=C2Cl)NC3=C(C=C(C=C3)N4CCC(CC4)N5CCN(CC5)C)OC
D0R2XE , CCCCCCCCC=CCC=CC=CSCCCC(=O)O
D0R2XX , CN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=C(C=C3)Cl
D0R2YM , C1CN(CCN1)C2=NC=C(N3C2=NC=C3)Br
D0R2YN , CCC(C1=CC=C(C=C1)OC(=O)C)C(=C2C=CC(=O)S2)CC
D0R2ZG , CCC(C)C(C(=O)NC(C)C(=O)NC(CC1=CNC2=CC=CC=C21)C(=O)NC(CC(C)C)C(=O)NC(C(C)C)C(=O)NC(CCCCN)C(=O)NCC(=O)NC(CCCNC(=N)N)C(=O)NCC(=O)O)NC(=O)C(CC3=CC=CC=C3)NC(=O)C(CCC(=O)O)NC(=O)C(CCCCN)NC(=O)C(C)NC(=O)C(C)NC(=O)C(CCC(=O)N)NC(=O)CNC(=O)C(CCC(=O)O)NC(=O)C(CC(C)C)NC(=O)C(CC4=CC=C(C=C4)O)NC(=O)C(CO)NC(=O)C(CO)NC(=O)C(C(C)C)NC(=O)C(CC(=O)O)NC(=O)C(CO)NC(=O)C(C(C)O)NC(=O)C(CC5=CC=CC=C5)NC(=O)C(C(C)O)NC(=O)CNC(=O)C(CCC(=O)O)NC(=O)CNC(=O)C(CC6=CN=CN6)N
D0R2ZN , C1=CC=C2C(=C1)C(=NS(=O)(=O)C3=CC=CS3)C=C(C2=O)NC4=CC=C(C=C4)O
D0R3AA , CCCCCCCCCCCCCCCC(=O)C(F)(F)F
D0R3BC , [H+].[H+].[H+].[H+].[H+].C(CN(CP(=O)([O-])[O-])CP(=O)([O-])[O-])N(CP(=O)([O-])[O-])CP(=O)([O-])[O-].[Sm+3]
D0R3BV , CC1=CN(C(=O)NC1=O)C2CC(C(O2)COP(=S)(O)OC3CC(OC3COP(=S)(O)OC4CC(OC4COP(=S)(O)OC5C(OC(C5OCCOC)N6C=NC7=C6N=C(NC7=O)N)COP(=S)(O)OC8C(OC(C8OCCOC)N9C=C(C(=O)NC9=O)C)COP(=S)(O)OC1C(OC(C1OCCOC)N1C=C(C(=O)NC1=O)C)COP(=O)(OC1C(OC(C1OCCOC)N1C=C(C(=NC1=O)N)C)COP(=S)(O)OC1C(OC(C1OCCOC)N1C=C(C(=O)NC1=O)C)CO)S)N1C=NC2=C1N=C(NC2=O)N)N1C=C(C(=O)NC1=O)C)OP(=S)(O)OCC1C(CC(O1)N1C=NC2=C(N=CN=C21)N)OP(=S)(O)OCC1C(CC(O1)N1C=C(C(=NC1=O)N)C)OP(=S)(O)OCC1C(CC(O1)N1C=NC2=C(N=CN=C21)N)OP(=S)(O)OCC1C(CC(O1)N1C=C(C(=O)NC1=O)C)OP(=S)(O)OCC1C(CC(O1)N1C=NC2=C1N=C(NC2=O)N)OP(=S)(O)OCC1C(CC(O1)N1C=NC2=C(N=CN=C21)N)OP(=S)(O)OCC1C(CC(O1)N1C=NC2=C(N=CN=C21)N)OP(=S)(O)OCC1C(C(C(O1)N1C=NC2=C(N=CN=C21)N)OCCOC)OP(=S)(O)OCC1C(C(C(O1)N1C=C(C(=O)NC1=O)C)OCCOC)OP(=S)(O)OCC1C(C(C(O1)N1C=C(C(=NC1=O)N)C)OCCOC)OP(=S)(O)OCC1C(C(C(O1)N1C=C(C(=NC1=O)N)C)OCCOC)OP(=S)(O)OCC1C(C(C(O1)N1C=C(C(=NC1=O)N)C)OCCOC)O
D0R3CY , C1C(C2=CC=CC=C2CC3=C1C=CC(=C3)OCCCNC4=CC=CC=N4)CC(=O)O
D0R3DP , CCCCCCNC(=O)C1CCCN1C(=O)C(C(C)C)N
D0R3EL , CC(C)CC1=NC(=CC(C)C)C(=O)N(C1=O)O
D0R3FP , CC(C)OC(=O)OCOP(=O)(COC(C)CN1C=NC2=C(N=CN=C21)N)OCOC(=O)OC(C)C.C(=CC(=O)O)C(=O)O
D0R3FS , C1=CC=C2C(=C1)N=CC3=NOC(=O)N23
D0R3GD , CC1=CC(=CC(=C1CC(C(=O)N2CC3=CC=CC=C3CC2C(=O)NC(CCCCNC(=O)OCC4=CC=CC=C4)C5=NC6=CC=CC=C6N5)N)C)O
D0R3GN , CCCCCN1C=C(C=C1C2=CC=CC=C2CCCC)C(=O)C3=CC=CC4=CC=CC=C43
D0R3GW , CC1=NC2=C(C=C1)C(=CC=C2)OCCN3CCC(CC3)CC4=CC5=C(C=C4)OCC(=O)N5
D0R3HP , C1=CC(=CC(=C1)O)C2=NN=C(N=N2)C3=CC(=CC=C3)O
D0R3HX , C1=CN(C(=N1)[N+](=O)[O-])CC(CNCCBr)O.Br
D0R3IN , C1=CC(=CC=C1CSCC(C(=O)NCC(=O)O)NC(=O)CCC(C(=O)O)N)Br
D0R3JB , C1=CC(=C2C(=C1NCCNCCO)C(=O)C3=C(C=CC(=C3C2=O)O)O)NCCNCCO
D0R3JK , COC1=CC=CC(=C1)C2CC(=NO2)Br
D0R3LP , CC1=CC=C(C=C1)C2CC(=O)C3=CC=CC=C3O2
D0R3MB , C1=CC=C2C(=C1)C=C(O2)S(=O)(=O)C3=NNC(=O)C=C3
D0R3MO , CN1CCC(CC1)COC2=C(C=CC(=C2)C3=CNN=C3)NC(=O)C4CC5=C(CN4)C=CC(=C5)OC
D0R3MT , C1=NC(=C(N1C2C(C(C(O2)CO)O)O)N)C(=O)N
D0R3PD , CC(CCC(C(C)(C)O)O)C1CCC2(C1(CCC3=C2CCC4C3(CC(C(=O)C4(C)C)O)C)C)C
D0R3QY , C=CC(CCC(=O)O)N
D0R3RJ , C1CN(C2=CC=CC=C2N1)CC3=CC=C(C=C3)C(=O)NO
D0R3SI , CCCCN1CCC(C(C1)COC2=CC=C(C=C2)C(F)(F)F)C3=CC=C(C=C3)N(C)C.Cl.Cl
D0R3TA , C1CNCCC1C2=CC=CC=C2OCC3=CC=C(C=C3)F
D0R3TU , C1=CC(=C(C=C1CCC(=O)NCCCNCCCCNCCCNC(=O)CCC2=CC(=C(C=C2)O)O)O)O
