ttid , smile
D00FUO , COC1=CC2=C(C=C1)C(=C(CC2)C3=CC=CC=C3)C4=CC=C(C=C4)OCCN5CCCC5
D00FUS , CC(CC1=CC=CC=C1OC)N
D00FUT , CC(C)CC(C(=O)O)NC(=O)C1CCCN1C(=O)C(CO)NC(=O)C(CC2=CC=CC=C2)NC(=O)CNC(=O)C3CCCN3C(=O)C4CCCN4C(=O)C(CCCN=C(N)N)N
D00FUZ , C1=CC=C(C=C1)C2=NC3=C(C=C(C=C3)Cl)C(=C2)C(=O)NC4=NN=C(O4)C5=CC=CO5
D00FWB , CCCC1=NC2=C(C(=CN=C2N1CC3=CC=C(C=C3)C4=CC=CC=C4S(=O)(=O)NC(=O)OCCC(C)C)NC(=O)C5=CC=CC=C5)C
D00FXL , CC(C)CC(C(=O)NC(C(C)O)C(=O)O)NC(=O)C(CC1=CC=CC=C1)NC(=O)CNC(=O)C(CO)NC(=O)C(CC2=CC3=C(C=C2)N=C(S3)N)N
D00FYF , C1CC(N(C1)C(=O)CNCCNC2=NC=C(C=C2)C#N)C#N
D00FZN , C1C(C(=O)N(CC2=CC=CC=C21)CC(=O)NC(CC3=CC=CC=C3)C(=O)N)NC(=O)C(CC4=CC=C(C=C4)O)N
D00GBB , C1=CC=C(C=C1)C(=O)NC(=O)NCCCCCC(=O)NO
D00GBX , CC(C)(C)C1=CC(=CC(=C1O)C(C)(C)C)C(=O)C2=CC=CS2
D00GCC , CC(C)N1CCN(CC1)C(CN2CCN(CC2)CCCCC3=C(C=CC4=CC=CC=C43)OC)C5=CC=C(C=C5)F
D00GCK , C1=CC=C2C(=C1)C3=CC=CC=C3C2=CC4=CN=CC=C4.C1=CC=C2C(=C1)C3=CC=CC=C3C2=CC4=CN=CC=C4
D00GCN , C1=CC=C2C=C(C=CC2=C1)C3=CC(=O)C4=C(N3)N=CC=C4
D00GDI , CC(C(=O)C1=CC(=C(C=C1)Cl)Cl)NC(C)(C)C
D00GEE , COC(=O)C1C(CCC2C1CC3C4=C(CCN3C2)C5=CC=CC=C5N4)O
D00GEG , CC(C(=O)N)NCC1=CC=C(C=C1)OCC2=CC=CC=C2F
D00GES , CC(C)C(C(=O)N)N=C(NS(=O)(=O)C1=CC=C(C=C1)Cl)N2CC(C(=N2)C3=CC=C(C=C3)Cl)C4=CC=CC=C4
D00GHB , C1C(C(C(C1OP(=O)(O)OP(=O)(O)O)O)O)COP(=O)(O)O
D00GHK , CCCCCC(=O)CCC1C(C(CC1=O)O)CC=CCCCC(=O)O
D00GIB , C1=CC=C(C=C1)OC2=C(C=CC(=C2)C(=O)NC3=CC=CC=C3C(=O)O)Br
D00GII , CN1C(C(=O)NC(C(=O)NC(C(=O)NCC(=O)NC(C1=O)CC2=CC3=CC=CC=C3C=C2)CC4=CC=C(C=C4)O)CCCN=C(N)N)CCCN=C(N)N
D00GIK , C1=CC(=CC=C1CCCN2C=CN=C2)Cl
D00GIU , CC1=CC(=C2C=C(C=CC2=N1)N)NCCCCCCNC3=C4C=C(C=CC4=NC(=C3)C)N.CC(=O)O
D00GIW , C1=CN(C=N1)CC2=CC(=CC(=C2)Br)Br
D00GJZ , CCC1=C(C2=CC3=C(C(=C(N3C)C=C4C(=C(C(=N4)C=C5C(=C(C(=CC1=N2)[N-]5)C)CCC(=O)O)CCC(=O)O)C)C)CC)C.[Cu+2]
D00GMJ , C1=CC2=C(C=C(N2N=C1)C3=CC(=C(C=C3)C(=O)O)O)C#N
D00GNJ , CC1C(=O)NC2CSSCC3C(=O)NC(C(=O)NC(C(=O)NC(CSSCC(NC(=O)CNC(=O)C(NC2=O)C(C)O)C(=O)NC(CC4=CC=C(C=C4)O)C(=O)O)C(=O)NC(CSSCC(C(=O)N3)N)C(=O)NC(C(=O)N5CCCC5C(=O)N1)CC(=O)N)CC6=CC=C(C=C6)O)CCC(=O)O
D00GNK , CCCC1=C(C=CC=C1OC2=CC=CC=C2C(=O)O)OCCCOC3=CC(=C(C=C3CC)C4=CC=C(C=C4)F)O
D00GNW , CCC(CC)C1=NC2=C(N1)C(=CC(=N2)C3=CC=CC=C3)C4=CC=CC=C4
D00GOC , C(C1C(C(C(O1)C2=NNC(=C2O)C(=O)N)O)O)O
D00GOD , C1=C(NC=N1)C(CCCCN)C(=O)O
D00GOM , CC1(C=CC2=C(O1)C=CC(=C2OC)C(=O)CC3=CC(=C(C=C3)OC)OC)C
D00GOQ , COC1C(C(CO1)CC2=CC3=C(C=C2)OCO3)CC4=CC5=C(C=C4)OCO5
D00GOS , CC1CC2C3CC(C4=CC(=O)C=CC4(C3(C(CC2(C1C(=O)CO)C)O)Cl)C)F
D00GOY , CC(CN1CCC2=C1C=C(C=C2)Br)N
D00GPQ , CCCC(C(=O)NC1=CN(C=N1)C(C)(C)CNCC(C)(C)C)NC2CCC3=C(C2)C(=CC(=C3)F)F
D00GQC , CCCCCCCCC1=C(C1)CCCCCCCC(=O)O
D00GQI , CC(C)C(=O)NC1=NC(=NC(=C1)C2=CC=CC=C2)C3=CC=CC=C3
D00GQM , C1COCCN1C2=NC(=NC3=C2NC=N3)C4=CC=C(C=C4)CO
D00GQP , CCCCCCCCCCCCCCC(=O)C(=O)NCCCC(=O)CO
D00GRN , CCCCCSCC1=CC(=O)C(=CO1)O
D00GSD , C1CN(CCN1CCCCCC(=O)NCC2=CC=C(C=C2)C#N)C3=CC=CC=C3C4=CC=CC=C4
D00GTC , CC1=CC(=NC(=N1)C2=CC=C(C=C2)Br)NCCO
D00GTU , CCCCCC(C=CC1CC2CC(C1CC=CCCCC(=O)O)S2)O
D00GTY , C1C(CC2=CC=CC=C21)N3C=C(C4=C(N=CN=C43)N)C5=CC(=CC(=C5)F)O
D00GUE , C1=CC=C(C=C1)C2=C(SC(=N2)C(C3=CC=CC=C3)C4=CC=CC=C4)CC(=O)O
D00GUG , C1=CC=C(C=C1)C2=NC3=C(C4=CC=CC=C4C=C3)C(=C2)C=CC5=CC=C(C=C5)[N+](=O)[O-]
D00GUM , COC1=CC(=CC(=C1OC)OC)C(=O)OCCCN2CCCN(CC2)CCCOC(=O)C3=CC(=C(C(=C3)OC)OC)OC
D00GVA , C1=CC(=CC=C1NC(=O)CC2=CC=NC=C2)S(=O)(=O)N
D00GVV , C1CCC2=C(C1)C=C(N2)C=C3C4=C(C=CC(=C4)Br)NC3=O
D00GXL , CN(C)CC1=NC2=C(C=C1)C(=CC(=C2O)Cl)Cl
D00GYE , CC1=CC(=NC(=C1)N)CCCCF
D00GYX , C1=CC=C(C=C1)CS
D00GZW , CCCCCCC(CCC)C(=O)O
D00GZY , CC(C)CC(C(=O)NC(C(C)C)C(=O)NC(CCC(=O)N)C(=O)N1CCCC1C(=O)NCC(=O)O)NC(=O)C(C(C)C)NC(=O)CNC(=O)CN.CC(=O)O
D00HAJ , CC(C)CCC(C(=O)NC(CC1=CC=C(C=C1)F)C(=O)NC(CC2=CC=CC=C2)C(=O)N)NC(=O)C3CCCN3C(=O)C(CCCN)NC(=O)C(CC4=CC=CC=C4)NC(=O)C5CC(=O)NC(=O)N5
D00HAP , CCOC1=CC=C(C=C1)CC2=C(C=CC(=C2)C3C(C(C(C(O3)CO)O)O)O)Cl
D00HAZ , C1=CC=C2C(=C1)C=CC=C2NC3=NOC4=CC=CC=C43
D00HBE , CC1CN2C(C(O1)C)C3(CC4=CC5=C(C(=C42)F)ON=C5N6C(COC6=O)C)C(=O)NC(=O)NC3=O
D00HBJ , CN1CCOC2=C1C(=NN3C2=NN=C3C4=CC(=CC=C4)OC(F)(F)F)NC5CCOCC5
D00HBR , C1CC1CN2CCC34C5C(CCC3(C2CC6=C4C(=C(C=C6)O)O5)O)O
D00HCC , C1CN(CCN1)C2=CC=CC=C2OC3=CC=CC=C3
D00HCI , B(C1=CC=CC=C1)(C2=CC=CC=C2)OCCN
D00HCQ , CCCCCOC(=O)NC1=NC(=O)N(C=C1F)C2C(C(C(O2)C)O)O
D00HDU , CCOC(=O)C(CCC1=CC=CC=C1)NC(C)C(=O)N2CC3=CC(=C(C=C3CC2C(=O)O)OC)OC
D00HET , COC1=CC2=C(C=C1)N=C(N2)CC3=CC=C(C=C3)OC4=CC=CC=C4
D00HFD , CC1=C(C(=C(C2=C1N=C(S2)NCC3=CC=C(C=C3)S(=O)(=O)N)C)O)C.Cl
D00HFS , CC1=CC=C(C=C1)NC(=O)CCCCC(=O)NO
D00HFT , CC=C1CN2C3CC1C(C45C3(N(C6=C4C=C(C=C6)OC)C)OC2C5)(COC(=O)C7=CC(=C(C=C7)OC)OC)C(=O)OC
D00HFV , C1=CC(=CC=C1C2=CC=C(C=C2)NC(=S)N)C(F)(F)F
D00HGB , C1=CC(=CC(=C1)NC2=C(C=CC=N2)C(=O)O)C(F)(F)F
D00HGD , C1COCCN1C2=CC=C(C=C2)NC3=C4C(=CC(=N3)C5=CC=CC=C5Cl)C=CNC4=O
D00HGF , C(C(C(CO)O)O)O
D00HHK , C1CC(=CCC1N2CCN(CC2)C3=CC=CC=N3)C4=CC=CC=C4
D00HHP , CC(=CC1=CC(=C(C=C1)OCC=C)O)C(=O)NC2C(C(C3C(C2O)OCO3)O)O
D00HHS , CC(C(C1=CC=CC=C1)O)NC
D00HIG , CCC(=O)N(C1CCN(CC1C)CCC2=CC=CS2)C3=CC=CC=C3
D00HIH , CC(C)(C)C1=NN=C2N1CCC(C2)C3=NC(=NO3)C4=CC=C(C=C4)F
D00HKQ , CCCCN1C=CC(=C(C1=O)C#N)C2=CC(=C(C=C2)OC3=CC(=NC=C3)C)F
D00HLW , CCC(=O)NC1=CC(=CC=C1)OC2=NC(=NC=C2Cl)NC3=C(C=C(C=C3)N4CCN(CC4)C)OC
D00HNB , C(P(=O)(O)O)(P(=O)(O)O)(Cl)Cl
D00HNG , CC1=CC2=C(C=C1CC3=CC=C(O3)C(=O)NC4=C(C=C(C=C4OC)OC)OC)C(CCC2(C)C)(C)C
D00HPK , CN(CC=CC1=CC=CC=C1)CC2=CC=CC3=CC=CC=C32
D00HQJ , COC1=NC2=CC(=C(C=C2N=C1NC(=O)NC3CCN(CC3)CC4=CC5=C(C=C4)C=NN5)F)F
D00HSG , C1=CC=C(C(=C1)C2=C(C=CC=N2)CN)Cl
D00HSJ , CC1=C(C=C(C=C1)[N+](=O)[O-])S(=O)(=O)N(C)N=CC2=CN=C3N2C=C(C=C3)Br
D00HTO , CC(C)OP(=O)(C(CC1=CC(=C(C(=C1)C(C)(C)C)O)C(C)(C)C)P(=O)(OC(C)C)OC(C)C)OC(C)C
D00HTY , CCCCCC(C=CC1C(CC(C1CC=CCCCC(=O)O)O)O)O
D00HUB , C1=CC=C(C=C1)C2=C(C=C(C=C2)C=NO)C3=CC=CC=C3
D00HUP , C1=CC=C(C=C1)C2=NC3=C(N2)C(=NC=N3)NC4=CC=CC=C4
D00HUV , C1=CC=C(C=C1)CNCCOC2=CC=CC3=C2N=CN3
D00HUY , CC1=CC(=CC(=C1)COC(=O)C(CC2=CNC3=CC=CC=C32)NC(=O)C)C
D00HUZ , CC(C)(C)CCCCCC(=O)[O-].CC(C)(C)CCCCCC(=O)[O-].C1CCC(C(C1)[NH-])[NH-].[Pt+4]
D00HVA , CCOC1=C(C(=CC(=N1)NC(=O)CC2=C(C=CC(=C2)OC)OC)N)C#N
D00HVP , C1CC2=C(C=CC(=C2)O)C3=C(C=C(CCC4=CC(=C(C=C4)O)OC5=CC=C1C=C5)C=C3)O
D00HVX , C1=CC=C2C(=C1)NC(=O)C3=NC=NN23
D00HVZ , COC1=CC=C(C=C1)C2CC(=O)C3=C(O2)C=C(C=C3)OC
D00HWD , C(C(=O)O)N(C(=O)O)O
D00HWF , C1=CC=C(C=C1)COCCCC2=CN=CN2
D00HWJ , COC1=CC2=C(C=C1)C=CC(=C2)S(=O)(=O)N(CC3=CC=CC=C3)C4CCN(C4=O)CC5=CC=C(S5)C(=N)N
D00HWO , CC1(C(N2C(S1)C(C2=O)NC(=O)C3(CCCCC3)N)C(=O)O)C
D00HXJ , CN1C(=O)C2CN(C1=O)CC3=C2C4=CC=CC=C4N3CC5=CC=C(C=C5)C(=O)NO
D00HXX , C1=CC=C(C=C1)C=CCN2C=C(C=N2)C=CC(=O)NC3=C(C=C(C=C3)F)N
D00HXZ , C1COCCN1C2=CC(=O)C3=C(O2)C=CC(=C3)C4=C5C(=CC=C4)SC6=CC=CC=C6S5
D00HYK , CC1=C(OC2=CC=CC=C12)CN(C)C(=O)C=CC3=CC4=C(NC(=O)CC4)N=C3
D00HYL , CC(C)CC(C(=O)NC(C)C(=O)NC(CC(=O)N)C(=O)NC(CCC(=O)N)C(=O)N)NC(=O)C(CCCCN)NC(=O)C(CCCNC(=N)N)NC(=O)C(C)N(C)C(=O)C(CO)NC(=O)C(CCCCN)NC(=O)C(CCCNC(=N)N)NC(=O)C(C)NC(=O)CNC(=O)C(C(C)O)NC(=O)C(CC1=CC=CC=C1)NC(=O)CNC(=O)CNC(=O)C(CC2=CC=CC=C2)N
D00HYO , CN1C(=C(N=C1N=C2C(=O)N(C(=N)N2C)C)CC3=CC4=C(C=C3)OCO4)CC5=CC6=C(C=C5)OCO6
D00HYS , C1=CC=C(C=C1)C2=C(C(=NC(=N2)N)C3=CC=CC=C3)C#N
D00HZT , C1=CC2=C(C=CC(=C2)O)C=C1C3=NC4=C(O3)C=C(C=C4)O
D00HZV , CC(CN1C2=CC=CC=C2CCC3=CC=CC=C31)CN(C)C
D00IAE , C#CCOC(=O)C1=CC=C(C=C1)S(=O)(=O)N
D00IAK , CCCCCCCCS(=O)(=O)CC(=O)C(F)(F)F
D00IBG , CC1=CC2=C(C=C1C)N(C3=NC(=O)NC(=O)C3=N2)CC(C(C(COP(=O)(O)O)O)O)O
D00IBN , CN1C(=C(C2=CC=CC=C2S1(=O)=O)O)C(=O)NC3=CC=CC=N3
D00ICA , C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(NP(=O)(O)O)O)O)O)N
D00ICM , CC(=O)OC1C(SC2=C(C=CC3=CC=CC=C32)N(C1=O)CCN(C)C)C4=CC=C(C=C4)OC.Cl
D00ICS , CC1=CN=C(C=N1)C2=NN(C(=C2)NC(=O)NC3CN(CC3C4=CC(=C(C=C4)F)F)CCOC)C
D00IFJ , C1CC2=CC(=O)CCN2C3=CC=CC=C31
D00IFR , C1CC(CN(C1)C2=C(C=CC=C2C3=CC=CC=C3)C=C4C(=O)NC(=O)S4)N
D00IGI , C(CP(=O)(O)O)C(C(=O)O)N
D00IIQ , CC1CCCN1CCC2=CC=C(C=C2)[N+](=O)[O-]
D00IJQ , CC1(CC2=C(O1)C(=CC(=C2)Cl)C(=O)NC3CC4CCC(C3)N4C)C.C(=CC(=O)O)C(=O)O
D00IKH , CCCCCCNC(=O)N1C=C(C(=O)NC1=O)F
D00IKQ , COC1=C(C=NC=C1)S(=O)(=O)N
D00IKR , CC(C)(C)OC(=O)N1CCN(CC1)CC2=C(C(=O)N(C=C2)CC3=CC=C(C=C3)Cl)O
D00IMW , CC1=CC2=C(C=C1C)N(C3=NC(=O)NC(=O)C3=N2)CC(C(C(COP(=O)(O)OP(=O)(O)OCC4C(C(C(O4)N5C=NC6=C(N=CN=C65)N)O)O)O)O)O
D00IOF , CCCCN1C(=O)C2=C(N=C(N2)C34CC5CC(C3)CC4C5)N(C1=O)CCCO
D00IPO , CC(C)C1=CC(=CC=C1)C(C)C(=O)O
D00IPP , CC(C)C(C(=O)N1CCCC1C(=O)N)N
D00IQH , CCC1=NC2=C(N1C3=CC=C(C=C3)CCNC(=O)NS(=O)(=O)C4=CC=C(C=C4)C)C=C(N=C2C)C
D00IQV , CC(C)CC(C(=O)NC(CCS(=O)(=O)C)C(=O)N)NC(=O)CN(C)C(=O)C(CC1=CC=CC=C1)NC(=O)C(CC2=CC=CC=C2)NC(=O)C(CCC(=O)N)NC(=O)C(CCC(=O)N)NC(=O)C3CCCN3C(=O)C(CCCCN)NC(=O)C4CCCN4C(=O)C(CCCN=C(N)N)N
D00IRL , COC1=CC=C(C=C1)C2=CC(=O)C=C(O2)N3CCOCC3
D00IRU , C1CN(CC=C1C2=CC=C(C=C2)F)CCCCN3C=NC=N3.C(C(=O)O)C(CC(=O)O)(C(=O)O)O
D00ISN , CCCCCCCOC1=C(C=C(C=C1)CCC(CO)(CO)N)C(F)(F)F.Cl
D00ITG , C1CC1N2C=C(C(=O)C3=CC(=C(C(=C32)Cl)N4CCC(C4)N)F)C(=O)O
D00IUB , C1=CC(=CC=C1C#N)O
D00IUD , CSC1=CC=C(C=C1)C2=NN(C(=O)C=C2C3=CC=C(C=C3)Cl)CC4=CC=CC=C4
D00IUG , CC(C)(C)NCC(COC1=CC=CC2=C1CCCC2=O)O
D00IUN , CC(C1=CC=C(C=C1)C2=CSC=C2)N3C=CN=C3
D00IVF , CCC(C)C1C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N2CCCC2C(=O)N3CCCC3C(=O)NC(C(=O)NC(C(=O)N1)CC4=CNC5=CC=CC=C54)C(C)O)CO)C)CCN)CCN)CC6=CNC7=CC=CC=C76)CCN)CCN)CCCN)CCN
D00IWH , C1=CC(=CC=C1NC(=O)CCC(C(=O)[O-])[NH3+])[N+](=O)[O-]
D00IWL , CC1=NC=C(C(=C1O)C=O)COP(=O)(O)O.C(CC=O)CC=O
D00IXB , CCC1C2=C(C=CC(=C2C)O)C3=C(O1)C(=C(C=C3)O)C
D00IXN , B(C1=CCCCC1)(O)O
D00IYB , CC(=NO)C(C)(C)NCCC(CCNC(=O)CCCC(=O)NCCCCC1C(=O)NC2CSSCC(C(=O)NC(C(=O)NC(CSCC(=O)N1)C(=O)NCCOCCOCCOCCNC(=O)COCC(=O)N)CC3=CC=CC=C3)NC(=O)C(NC(=O)CNC(=O)C(NC2=O)CCCN=C(N)N)CC(=O)O)CCNC(C)(C)C(=NO)C
D00IYM , CCCCCCCCC=CCCCCCCCCCCCCOP(=O)(O)OCC[N+](C)(C)C
D00JAH , CC(CC1=NC(=CC=C1)C#N)(C#N)C2=CC3=C(C=C2)C4=C(CCCC4)C(=O)N3
D00JAT , C1CCC23CCN(C(C2C1)CC4=C3C=C(C=C4)O)CC5CC5
D00JAU , CCCCC1=NC2(CCCC2)C(=O)N1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5
D00JBC , CCCCN1C(=O)C2=C(N=CN2)N(C1=O)C
D00JCQ , C1CCN(CC1)CCNC(=O)N2CCN3C(C2)C(OC3=O)(C4=CC=CC=C4)C5=CC=CC=C5
D00JDJ , COC1=CC2=C(C=C1)OCC(=C2C3=CC=C(C=C3)F)CN4CCCC4
D00JED , B1(C2=C(CO1)C=C(C=C2)OC3=CC(=C(C=C3)C#N)C#N)O
D00JEO , CC(C)CC(C(=O)NC(CCC(=O)N)C(=O)NC(C(C)O)C(=O)NC(CC1=CC=C(C=C1)O)C(=O)N2CCCC2C(=O)NC(CCCN=C(N)N)C(=O)NC(C(C)O)C(=O)NC(CC(=O)N)C(=O)NC(C(C)O)C(=O)NCC(=O)NC(CO)C(=O)NCC(=O)NC(C(C)O)C(=O)N3CCCC3C(=O)N)NC(=O)C(CCCCN)NC(=O)C(CC4=CNC=N4)NC(=O)C(CC(C)C)NC(=O)C(CCC(=O)O)NC(=O)C(CCC(=O)N)NC(=O)C(CO)NC(=O)C(CC(C)C)NC(=O)C(CCCCN)NC(=O)CNC(=O)C(CC(C)C)NC(=O)C(C(C)C)NC(=O)C(CS)NC(=O)C(C(C)O)NC(=O)C(CO)NC(=O)C(CC(C)C)NC(=O)C(CC(=O)N)NC(=O)C(CO)NC(=O)C(CS)N
D00JFE , CCC(=C(C1=CC=C(C=C1)C=CC(=O)O)C2=CC3=C(C=C2)NN=C3)C4=C(C=C(C=C4)F)Cl
D00JGL , C1COC2=C(O1)C=CC(=C2)C3=C(NC(=N3)C4=CC=C(C=C4)C(=O)N)C5=CC=CC=N5
D00JHN , COC1=C(C=C(C=C1)NC(=S)NCCCN2C=CN=C2)OC
D00JID , CCC(C)C(C(=O)NC(CC1=CC=C(C=C1)O)C(=O)NC(CCCCN)C(=O)NC(CC2=CC=C(C=C2)Cl)C(=O)NC(CC3=CC=C(C=C3)O)C(=O)O)NC(=O)C(CS)NC(=O)C
D00JIV , C1COCCN1C2=C(C(=C(S2)C3=NC=NN3)C4=C(C=C(C=C4)C#N)F)C#N
D00JJG , CC(C(C(=O)N)NC(=O)C(CC1=CC=C(C=C1)O)NC(=O)C(CC(=O)N)NC(=O)C(C(C)O)NC(=O)C(C(C)O)NC(=O)C(C(C)O)NC(=O)C(CO)NC(=O)C(C)N)O
D00JJO , COC1=CC=CC(=C1)COC2=CC=CC=C2CCC3=CC=CC=C3
D00JJP , CC1=C(C=CC=N1)C(C#N)N2CCN(CC2)C(=O)CC(C3=CC=CC=C3)NC(=O)OC
D00JJW , CC1=C(C(=O)C(=C(C1=O)N2CC2)CO)N3CC3
D00JKB , CC1CC2=C(N1C(=O)OC(C)(C)C)C=CC(=C2)N
D00JKJ , CC12CCC(CC1=CCC3C2CCC4(C3CCC[N+]4(C)C)C)[N+]5(CCCC5)C.[I-].[I-]
D00JMT , C1CCC(CC1)NC2=NC(=NC3=C2NC=N3)NC4=CC=C(C=C4)N5CCOCC5
D00JMZ , CC1=C(C(C(=C(N1)C)C(=O)OC(=O)C2=C(NC(=C(C2C3=CC(=CC=C3)[N+](=O)[O-])C(=O)OC)C)C)C4=CC(=CC=C4)[N+](=O)[O-])C(=O)OC
D00JNL , C1CNC(=O)C(N1)C2=CC=CS2
D00JNT , CC(C)OC1=C(C=C2C(=C1)C(=C(O2)C3=CC=C(C=C3)F)C(=O)NC)NS(=O)(=O)C
D00JPB , C1=CC=C(C=C1)CCNCC2=CC=C(C=C2)OC3=CN=C(C=C3)C(=O)N
D00JPH , C1=CC=C(C=C1)CC(C=O)NC(=O)C2=CC=CC=C2
D00JPV , C1=CC=C(C=C1)NC2=NC3=CC=CC=C3O2
D00JQA , C1=CC=C2C(=C1)NC(=N2)C3=C(C=C(C=C3)O)O
D00JQE , CC1(CC(C2=C(C1)N=C(C(=C2C3CCCCC3)C(C4=CC=C(C=C4)C(F)(F)F)F)C5CCCC5)O)C
D00JQQ , CC1=CC=CC=C1C=CC2=CC=C(C=C2)NC3=CC=CC=C3C(=O)O
D00JRA , CN1CC2C(C1)C3=C(C=CC(=C3)Cl)OC4=CC=CC=C24
D00JRD , CCCCCC(C=CC1C(CC(C1CC=CCCCC(=O)OC(C)C)O)O)O
D00JRS , CC1=C(C(=CC=C1)C)OCC(=O)NC(CC2=CC=CC=C2)C(CC(CC3=CC=CC=C3)NC(=O)C(C(C)C)N4CCCNC4=O)O
D00JTE , CN1C2CCC1CC(C2)CC(C3=CC=CC=C3)(C4=CC=CC=C4)O
D00JUD , CC1=CC(=O)OC2=CC3=C(C=C12)C4=CC=CC=C4O3
D00JUO , CC1=CC(=NC=C1C2CCCN2C(=O)C3=NC=CS3)C4=CC(=CC=C4)Cl
D00JVC , C1=CC(=CC=C1C2=CSSC2=S)OC(=O)C3=C(C=CC(=C3)N)O
D00JVR , CN1CCCC(CC1)N2C(=O)C3=CC=CC=C3C(=N2)CC4=CC=C(C=C4)Cl
D00JWA , CC(=O)NC1=NC(=C(C=C1)C2=CC=NC=C2)C3=CC=CO3
D00JWB , C1CCN(C1)C(=O)CNC(=O)NC2=CC3=C(C=C2)C=NC=C3
D00JWR , C1=CC=C(C=C1)CCNC(=S)NC2=NC=C(S2)Cl
D00JXL , C1=CC=C(C=C1)C2=CSC(=N2)NC(=O)C3=CC=CC=C3
D00JYL , CC(C)NCCCCC(C(=O)N1CCCC1C(=O)NC(C)C(=O)N)NC(=O)C(NC(=O)C(CC2=CC=C(C=C2)NC(=O)C)NC(=O)C(CC3=CC=C(C=C3)NC(=O)C)NC(=O)C(CO)NC(=O)C(CC4=CN=CC=C4)NC(=O)C(CC5=CC=C(C=C5)Cl)NC(=O)C(CC6=CC7=CC=CC=C7C=C6)NC(=O)C)SC(C)C
D00KCB , C1C(OC2=C(C13C(=O)NC(=O)N3)C=C(C=C2)F)C(=O)N
D00KCT , C1CCC(C1)(C(=O)O)NC(=O)NC2=C(C=CC(=C2)Cl)C3=CC=CC=C3
D00KDF , C1CC2N3C4=CC=CC=C4C5=C6C(=C7C8=CC=CC=C8N(C1O2)C7=C53)C(=O)NC6=O
D00KDT , CC1C(=O)N(CCN1C(=O)C(CC(C)C)N2CCNC(C2=O)CC(C)C)C(CCC(=O)N)C(=O)N
D00KDZ , CN(CC1=CC2=CC=CC=C2N1)C3=CC=CC=C3
D00KEF , CS(=O)(=O)CCC(C(=O)NC(CCC(=O)O)C(=O)NC(CC1=CN=CN1)C(=O)NC(CC2=CC=CC=C2)C(=O)NC(CCCCN)C(=O)NC(CC3=CC=CC=C3)C(=O)O)N
D00KEP , C(CN(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O
D00KEX , CC1=C(C=C(C=C1)C2=CN(C3=NC=NC(=C23)N)C4=CC(=CC=C4)N(C)C(=O)C=CCN(C)C)OC
D00KFB , CN1CCC23CCCCC2C1CC4=C3C=C(C=C4)OC.Br
D00KFF , C1=CC=C(C=C1)NC(=O)CCCCCCC(=O)C(F)(F)F
D00KFI , C1CN(CCN1C2CN(C2)C(=O)C3=C(C4=C(S3)C=C(C=C4)C(F)(F)F)Cl)C(=O)C5=CSC=N5
D00KGK , C1=CC=C2C(=C1)C(=C(C(=O)N2)O)Br
D00KHM , C1CN(CCC1N2C3=CC=CC=C3NC2=O)CCCC(C4=CC=C(C=C4)F)C5=CC=C(C=C5)F
D00KIE , CC1=C(C(=O)OC2=CC(=C(C=C12)OCCCN3CCN(CC3)C4=CC=CC=C4OC)OC)C.Cl
D00KIK , C1CCCN(CC1)C2(CCCCC2)C3=CC4=CC=CC=C4S3
D00KIV , C1=CC=C(C=C1)CCC(=N)P(O)O
D00KJO , CCC1=CC(=C(C=C1F)OC2=C(C=C(C=C2)C(=O)N)F)O
D00KJP , CN(C1CCN(C1=O)CC2=CSC(=C2)C(=N)N)S(=O)(=O)C3=CC4=C(C=CC(=C4)OC)C=C3
D00KJV , CCCCN1C(C(C(C(C1O)O)O)O)CO
D00KKN , CCOC1=CC=CC=C1OC(C2CNCCO2)C3=CC=C(C=C3)I
D00KMC , C1=CC(=CC(=C1)OC2=CC3=C(C=C2)OC=C3)CCCC(P(=O)([O-])[O-])S(=O)(=O)[O-]
D00KMP , CCCCC1CN(CCC1N)C2=CC=CC3=CC=CC=C32
D00KOE , CC(C)C1CC(=NC1)N
D00KOV , C1CN(CCN1CCCC(=O)NC2C3=CC=CC=C3CSC4=CC=CC=C24)C5=CC=C(C=C5)F.C(=CC(=O)O)C(=O)O
D00KPQ , CN1CCN(CC1)CC2=CC=C(C=C2)C3=CC4=C(N=CN=C4N3)C5=C(C(=CC=C5)N6C(=O)C7=C(C=C(C=C7)C8CC8)C=N6)CO
D00KPR , CCC(C)(CCOP=P)O
D00KQB , CCCCOC1=CC=C(C=C1)CC(C)N
D00KQT , CCCCCCCCOC1=CC=CC=C1CC(=O)NC(CC2=CC=CC=C2)C3=CC=CC=C3
D00KRE , C1=CC(=C(C=C1N=NC2=CC(=C(C=C2)O)C(=O)O)C(=O)O)O
D00KRL , CCOC(=O)C1=CC=C(C=C1)C2=NN(C3=CC=CC=C32)CC4=CC=CC=C4
D00KRQ , C1CNCCC1C2=CC=CC=C2OC3=CC=CC=C3
